Time,X,Y,Z,VX,VY,VZ
16740257.3485236,-123691994.972993,-31900202.7598951,5749833.81902233,1.11216120997737,-31.9839758169513,0.165137163183547
16898734.0633242,-123418040.339789,-36942382.2205242,5771453.48959309,2.33952550527875,-31.6421503903316,0.107913105003801
17057210.7781247,-122952277.937009,-41927183.1612208,5784103.8005579,3.53278914840492,-31.2602590245236,0.051945912084433
17215687.4929253,-122300127.872008,-46848450.4859082,5787985.95587855,4.69171506349782,-30.8408551888099,-0.00273664847301622
17374164.2077259,-121467040.687827,-51700435.5311991,5783305.25250955,5.81619380694337,-30.3863523338159,-0.0561134622121685
17555756.2964285,-120297035.484721,-57168050.6675656,5767683.31113416,7.06234578373503,-29.8253349785096,-0.115651119014219
17737348.3851312,-118904838.936002,-62530126.2058362,5741408.67147137,8.26340749418863,-29.2244466961789,-0.173438790895368
17918940.4738339,-117298613.839399,-67779682.5411802,5704799.73879597,9.41963420925951,-28.5867013624481,-0.229467650760851
18100532.5625365,-115486467.728553,-72910288.9172383,5658176.13305204,10.5313944921311,-27.9149001440251,-0.28373537083906
18304225.9494013,-113218676.723663,-78516470.2259016,5594356.93365119,11.7261268159352,-27.1240230775617,-0.34251637381638
18507919.336266,-110713106.162043,-83957821.3277805,5518789.04002481,12.8662267270101,-26.2969752868334,-0.399095497262664
18711612.7231307,-107980802.886533,-89227276.3175901,5431919.34491237,13.9525009663358,-25.4368991702262,-0.453487729996996
18915306.1099955,-105032639.607702,-94318411.5139114,5334191.263525,14.9858207165497,-24.546671373893,-0.505712730403636
19141085.2932528,-101525518.750561,-99746139.5085227,5213710.26159111,16.0704117586624,-23.5278658369545,-0.561096181440672
19366864.4765101,-97780620.1366024,-104940344.956575,5081019.08393481,17.0923238387714,-22.4785443435437,-0.613879656344947
19592643.6597675,-93811959.3151519,-109894454.337055,4936700.78787843,18.0528144500624,-21.4017117253191,-0.664099240432086
19818422.8430248,-89633256.7669955,-114602576.847898,4781329.81315004,18.9531365261934,-20.3000829790692,-0.711792762446227
20054842.1399577,-85047126.3173489,-119263186.806828,4607406.29734708,19.8327401932813,-19.1226314798421,-0.759068563426801
20291261.4368906,-80260544.9931409,-123642791.544839,4422624.01693941,20.6490739296794,-17.9232710490597,-0.803660108247701
20527680.7338235,-75288329.190313,-127736468.698738,4227612.96345808,21.4034269667858,-16.7043523780249,-0.845609297921664
20764100.0307565,-70144979.2987163,-131539857.649603,4022992.76097762,22.097022290454,-15.4679917976966,-0.884956643557378
20998268.6581131,-64895857.4079885,-135017088.250973,3811447.48525125,22.7252504049582,-14.2280859311849,-0.921402485021681
21232437.2854698,-59506368.9392032,-138202360.708086,3591658.75329195,23.2960244389903,-12.97466775311,-0.955367923255048
21466605.9128264,-53989869.3118689,-141092682.393963,3364204.14114237,23.8102833760129,-11.7093155296699,-0.986884375036485
21700774.5401831,-48359484.2784094,-143685435.577384,3129653.46576377,24.2688782294883,-10.4334645790843,-1.01598028080004
21927388.1494715,-42814494.4801718,-145909064.519899,2896444.17068062,24.660394815425,-9.19001943785988,-1.04185654383487
22154001.7587598,-37186548.5825425,-147850046.330495,2657623.22728468,25.0010961871834,-7.93910467474123,-1.06550890502293
22380615.3680482,-31487113.3974999,-149506801.171513,2413693.1851981,25.2915008043785,-6.68177822804575,-1.08695345800033
22607228.9773366,-25727530.1813511,-150877992.526395,2165152.61009049,25.5320420517547,-5.41902554054109,-1.10620297623302
22819803.1645414,-20280105.6248965,-151903666.44684,1928260.19596227,25.7126666938022,-4.23039955478868,-1.12227301807903
23032377.3517462,-14798894.6859936,-152676315.940527,1688155.62894167,25.8499411571577,-3.03856981581949,-1.13642457127613
23244951.538951,-9293103.77277424,-153195334.92231,1445246.84352546,25.9440172720374,-1.84426502466941,-1.1486595342238
23457525.7261558,-3771901.39061185,-153460273.929936,1199941.13036961,25.9949784897531,-0.648189497180071,-1.15897690906624
23645548.0699158,1117126.60097585,-153482613.53576,981296.517150439,26.0041350376008,0.410664037882719,-1.16650140234389
23833570.4136758,6004704.90135334,-153305823.668246,761378.777053592,25.9795426352635,1.46987545041883,-1.1725179607996
24021592.7574359,10884477.0924833,-152929882.789922,540472.22900297,25.9211277690665,2.52895669373081,-1.17702001522011
24209615.1011959,15750075.7545091,-152354861.582815,318862.303925299,25.8287742648884,3.58741808264484,-1.17999907623429
24383063.2126329,20220439.3871111,-151648019.923265,114054.276159334,25.7133489105852,4.5628556740055,-1.18138776247167
24556511.3240699,24668255.9213672,-150772101.980287,-90880.7879187051,25.5687543063903,5.5369356811788,-1.18146193887173
24729959.4355068,29088447.4356618,-149727380.238563,-295713.809289304,25.3948059397436,6.50923874559325,-1.18021053031153
24903407.5469438,33475905.7054171,-148514199.989827,-500213.863599092,25.1912880112676,7.47933311286518,-1.17762097822371
25078769.0033473,37873236.019369,-147116809.610871,-706393.470239535,24.9552128244444,8.45742602400538,-1.17362816179944
25254130.4597508,42226475.5380184,-145548172.773167,-911750.567514769,24.688376391858,9.43231199574541,-1.168237163925
