"Time (UTCG)","x (km)","y (km)","z (km)","vx (km/sec)","vy (km/sec)","vz (km/sec)","speed (km/sec)","vr (km/sec)","vi (km/sec)"
29 Feb 2024 16:32:00.000,-6440.971964,23271.455327,31876.990890,-0.757560,-2.045620,-0.406601,2.218960,-1.392511,1.727627
29 Feb 2024 16:33:00.000,-6486.308485,23148.476265,31852.238090,-0.755139,-2.054325,-0.418554,2.228379,-1.403005,1.731257
29 Feb 2024 16:34:00.000,-6531.499005,23024.974736,31826.766149,-0.752685,-2.063039,-0.430574,2.237870,-1.413533,1.734931
29 Feb 2024 16:35:00.000,-6576.541565,22900.950211,31800.571058,-0.750199,-2.071762,-0.442661,2.247431,-1.424097,1.738647
29 Feb 2024 16:36:00.000,-6621.434181,22776.402157,31773.648758,-0.747679,-2.080494,-0.454816,2.257064,-1.434696,1.742408
29 Feb 2024 16:37:00.000,-6666.174844,22651.330036,31745.995141,-0.745126,-2.089235,-0.467039,2.266769,-1.445332,1.746212
29 Feb 2024 16:38:00.000,-6710.761519,22525.733301,31717.606045,-0.742538,-2.097985,-0.479333,2.276547,-1.456004,1.750062
29 Feb 2024 16:39:00.000,-6755.192143,22399.611403,31688.477257,-0.739916,-2.106744,-0.491698,2.286398,-1.466713,1.753958
29 Feb 2024 16:40:00.000,-6799.464629,22272.963787,31658.604511,-0.737259,-2.115513,-0.504133,2.296322,-1.477459,1.757899
29 Feb 2024 16:41:00.000,-6843.576859,22145.789892,31627.983487,-0.734566,-2.124291,-0.516642,2.306321,-1.488244,1.761888
29 Feb 2024 16:42:00.000,-6887.526691,22018.089153,31596.609807,-0.731838,-2.133078,-0.529224,2.316395,-1.499066,1.765923
29 Feb 2024 16:43:00.000,-6931.311950,21889.860999,31564.479040,-0.729073,-2.141875,-0.541880,2.326544,-1.509928,1.770007
29 Feb 2024 16:44:00.000,-6974.930435,21761.104855,31531.586696,-0.726271,-2.150681,-0.554611,2.336770,-1.520829,1.774140
29 Feb 2024 16:45:00.000,-7018.379914,21631.820141,31497.928228,-0.723431,-2.159497,-0.567419,2.347072,-1.531770,1.778321
29 Feb 2024 16:46:00.000,-7061.658124,21502.006272,31463.499030,-0.720553,-2.168323,-0.580304,2.357451,-1.542751,1.782553
29 Feb 2024 16:47:00.000,-7104.762771,21371.662659,31428.294433,-0.717637,-2.177159,-0.593267,2.367909,-1.553773,1.786836
29 Feb 2024 16:48:00.000,-7147.691531,21240.788709,31392.309711,-0.714682,-2.186005,-0.606310,2.378445,-1.564836,1.791169
29 Feb 2024 16:49:00.000,-7190.442046,21109.383822,31355.540072,-0.711687,-2.194861,-0.619433,2.389061,-1.575941,1.795555
29 Feb 2024 16:50:00.000,-7233.011923,20977.447399,31317.980663,-0.708653,-2.203727,-0.632637,2.399756,-1.587089,1.799994
29 Feb 2024 16:51:00.000,-7275.398740,20844.978833,31279.626565,-0.705577,-2.212603,-0.645924,2.410533,-1.598279,1.804487
29 Feb 2024 16:52:00.000,-7317.600035,20711.977514,31240.472793,-0.702460,-2.221489,-0.659295,2.421391,-1.609512,1.809033
29 Feb 2024 16:53:00.000,-7359.613315,20578.442830,31200.514295,-0.699301,-2.230385,-0.672750,2.432331,-1.620790,1.813635
29 Feb 2024 16:54:00.000,-7401.436048,20444.374164,31159.745953,-0.696100,-2.239292,-0.686292,2.443354,-1.632112,1.818293
29 Feb 2024 16:55:00.000,-7443.065668,20309.770896,31118.162577,-0.692856,-2.248209,-0.699920,2.454461,-1.643479,1.823008
29 Feb 2024 16:56:00.000,-7484.499568,20174.632403,31075.758906,-0.689567,-2.257136,-0.713637,2.465653,-1.654892,1.827780
29 Feb 2024 16:57:00.000,-7525.735106,20038.958059,31032.529609,-0.686235,-2.266074,-0.727443,2.476930,-1.666350,1.832610
29 Feb 2024 16:58:00.000,-7566.769597,19902.747237,30988.469279,-0.682857,-2.275022,-0.741340,2.488294,-1.677856,1.837500
29 Feb 2024 16:59:00.000,-7607.600319,19765.999306,30943.572437,-0.679434,-2.283981,-0.755329,2.499744,-1.689409,1.842450
29 Feb 2024 17:00:00.000,-7648.224507,19628.713632,30897.833526,-0.675964,-2.292951,-0.769411,2.511283,-1.701009,1.847461
29 Feb 2024 17:01:00.000,-7688.639354,19490.889581,30851.246911,-0.672447,-2.301931,-0.783587,2.522911,-1.712658,1.852533
29 Feb 2024 17:02:00.000,-7728.842012,19352.526517,30803.806879,-0.668882,-2.310921,-0.797860,2.534628,-1.724357,1.857669
29 Feb 2024 17:03:00.000,-7768.829587,19213.623800,30755.507634,-0.665269,-2.319923,-0.812230,2.546437,-1.736105,1.862869
29 Feb 2024 17:04:00.000,-7808.599141,19074.180793,30706.343302,-0.661606,-2.328935,-0.826698,2.558337,-1.747903,1.868134
29 Feb 2024 17:05:00.000,-7848.147690,18934.196854,30656.307920,-0.657893,-2.337957,-0.841267,2.570330,-1.759753,1.873464
29 Feb 2024 17:06:00.000,-7887.472202,18793.671344,30605.395443,-0.654129,-2.346990,-0.855937,2.582417,-1.771654,1.878861
29 Feb 2024 17:07:00.000,-7926.569598,18652.603621,30553.599738,-0.650313,-2.356034,-0.870710,2.594598,-1.783607,1.884327
29 Feb 2024 17:08:00.000,-7965.436750,18510.993044,30500.914583,-0.646445,-2.365089,-0.885587,2.606876,-1.795613,1.889861
29 Feb 2024 17:09:00.000,-8004.070480,18368.838974,30447.333664,-0.642523,-2.374154,-0.900571,2.619250,-1.807673,1.895466
29 Feb 2024 17:10:00.000,-8042.467556,18226.140770,30392.850575,-0.638547,-2.383230,-0.915662,2.631723,-1.819788,1.901141
29 Feb 2024 17:11:00.000,-8080.624696,18082.897793,30337.458818,-0.634516,-2.392317,-0.930862,2.644295,-1.831957,1.906890
29 Feb 2024 17:12:00.000,-8118.538563,17939.109408,30281.151796,-0.630429,-2.401414,-0.946173,2.656967,-1.844182,1.912711
29 Feb 2024 17:13:00.000,-8156.205765,17794.774979,30223.922814,-0.626285,-2.410522,-0.961596,2.669740,-1.856463,1.918608
29 Feb 2024 17:14:00.000,-8193.622853,17649.893872,30165.765079,-0.622082,-2.419640,-0.977133,2.682617,-1.868802,1.924581
29 Feb 2024 17:15:00.000,-8230.786320,17504.465460,30106.671692,-0.617821,-2.428769,-0.992786,2.695597,-1.881199,1.930631
29 Feb 2024 17:16:00.000,-8267.692601,17358.489114,30046.635652,-0.613500,-2.437908,-1.008557,2.708683,-1.893654,1.936760
29 Feb 2024 17:17:00.000,-8304.338068,17211.964212,29985.649851,-0.609118,-2.447057,-1.024447,2.721875,-1.906169,1.942968
29 Feb 2024 17:18:00.000,-8340.719032,17064.890136,29923.707072,-0.604674,-2.456217,-1.040459,2.735176,-1.918744,1.949258
29 Feb 2024 17:19:00.000,-8376.831742,16917.266272,29860.799987,-0.600166,-2.465387,-1.056593,2.748585,-1.931380,1.955631
29 Feb 2024 17:20:00.000,-8412.672378,16769.092012,29796.921154,-0.595595,-2.474567,-1.072853,2.762105,-1.944078,1.962088
29 Feb 2024 17:21:00.000,-8448.237055,16620.366754,29732.063016,-0.590958,-2.483756,-1.089239,2.775738,-1.956838,1.968630
29 Feb 2024 17:22:00.000,-8483.521820,16471.089902,29666.217895,-0.586255,-2.492956,-1.105754,2.789484,-1.969662,1.975260
29 Feb 2024 17:23:00.000,-8518.522649,16321.260869,29599.377996,-0.581484,-2.502166,-1.122401,2.803345,-1.982550,1.981978
29 Feb 2024 17:24:00.000,-8553.235445,16170.879074,29531.535397,-0.576644,-2.511385,-1.139180,2.817322,-1.995503,1.988787
29 Feb 2024 17:25:00.000,-8587.656038,16019.943946,29462.682051,-0.571734,-2.520613,-1.156095,2.831418,-2.008522,1.995687
29 Feb 2024 17:26:00.000,-8621.780181,15868.454922,29392.809782,-0.566752,-2.529851,-1.173147,2.845633,-2.021608,2.002681
29 Feb 2024 17:27:00.000,-8655.603551,15716.411451,29321.910282,-0.561698,-2.539098,-1.190338,2.859970,-2.034762,2.009770
29 Feb 2024 17:28:00.000,-8689.121744,15563.812992,29249.975108,-0.556570,-2.548354,-1.207672,2.874430,-2.047984,2.016956
29 Feb 2024 17:29:00.000,-8722.330273,15410.659016,29176.995677,-0.551366,-2.557618,-1.225149,2.889015,-2.061276,2.024241
29 Feb 2024 17:30:00.000,-8755.224569,15256.949006,29102.963270,-0.546085,-2.566891,-1.242774,2.903726,-2.074638,2.031626
29 Feb 2024 17:31:00.000,-8787.799976,15102.682461,29027.869018,-0.540726,-2.576173,-1.260547,2.918566,-2.088072,2.039114
29 Feb 2024 17:32:00.000,-8820.051748,14947.858892,28951.703908,-0.535287,-2.585462,-1.278471,2.933536,-2.101578,2.046706
29 Feb 2024 17:33:00.000,-8851.975050,14792.477828,28874.458776,-0.529767,-2.594759,-1.296550,2.948639,-2.115157,2.054405
29 Feb 2024 17:34:00.000,-8883.564952,14636.538813,28796.124301,-0.524164,-2.604063,-1.314786,2.963875,-2.128811,2.062212
29 Feb 2024 17:35:00.000,-8914.816429,14480.041411,28716.691008,-0.518476,-2.613375,-1.333180,2.979247,-2.142541,2.070129
29 Feb 2024 17:36:00.000,-8945.724357,14322.985203,28636.149256,-0.512702,-2.622693,-1.351737,2.994758,-2.156346,2.078159
29 Feb 2024 17:37:00.000,-8976.283511,14165.369791,28554.489242,-0.506839,-2.632018,-1.370458,3.010409,-2.170229,2.086304
29 Feb 2024 17:38:00.000,-9006.488562,14007.194801,28471.700991,-0.500888,-2.641349,-1.389348,3.026202,-2.184191,2.094567
29 Feb 2024 17:39:00.000,-9036.334073,13848.459878,28387.774357,-0.494844,-2.650685,-1.408407,3.042140,-2.198232,2.102948
29 Feb 2024 17:40:00.000,-9065.814499,13689.164696,28302.699013,-0.488707,-2.660027,-1.427641,3.058224,-2.212353,2.111452
29 Feb 2024 17:41:00.000,-9094.924179,13529.308951,28216.464454,-0.482475,-2.669373,-1.447051,3.074458,-2.226557,2.120080
29 Feb 2024 17:42:00.000,-9123.657339,13368.892369,28129.059985,-0.476146,-2.678724,-1.466641,3.090844,-2.240843,2.128834
29 Feb 2024 17:43:00.000,-9152.008083,13207.914704,28040.474723,-0.469717,-2.688079,-1.486414,3.107383,-2.255213,2.137719
29 Feb 2024 17:44:00.000,-9179.970392,13046.375744,27950.697587,-0.463187,-2.697437,-1.506373,3.124079,-2.269669,2.146735
29 Feb 2024 17:45:00.000,-9207.538123,12884.275305,27859.717297,-0.456554,-2.706798,-1.526522,3.140934,-2.284211,2.155886
29 Feb 2024 17:46:00.000,-9234.705000,12721.613243,27767.522367,-0.449815,-2.716160,-1.546864,3.157950,-2.298840,2.165175
29 Feb 2024 17:47:00.000,-9261.464613,12558.389446,27674.101100,-0.442967,-2.725525,-1.567403,3.175131,-2.313558,2.174605
29 Feb 2024 17:48:00.000,-9287.810416,12394.603845,27579.441584,-0.436010,-2.734890,-1.588142,3.192479,-2.328366,2.184178
29 Feb 2024 17:49:00.000,-9313.735717,12230.256409,27483.531685,-0.428940,-2.744255,-1.609085,3.209997,-2.343265,2.193898
29 Feb 2024 17:50:00.000,-9339.233682,12065.347154,27386.359041,-0.421754,-2.753620,-1.630237,3.227688,-2.358257,2.203768
29 Feb 2024 17:51:00.000,-9364.297323,11899.876138,27287.911057,-0.414451,-2.762983,-1.651600,3.245555,-2.373343,2.213791
29 Feb 2024 17:52:00.000,-9388.919498,11733.843471,27188.174901,-0.407027,-2.772344,-1.673179,3.263601,-2.388524,2.223971
29 Feb 2024 17:53:00.000,-9413.092902,11567.249313,27087.137493,-0.399481,-2.781702,-1.694978,3.281829,-2.403801,2.234311
29 Feb 2024 17:54:00.000,-9436.810069,11400.093877,26984.785501,-0.391808,-2.791056,-1.717002,3.300243,-2.419176,2.244814
29 Feb 2024 17:55:00.000,-9460.063360,11232.377436,26881.105338,-0.384006,-2.800404,-1.739254,3.318845,-2.434650,2.255485
29 Feb 2024 17:56:00.000,-9482.844960,11064.100322,26776.083147,-0.376073,-2.809747,-1.761740,3.337639,-2.450225,2.266327
29 Feb 2024 17:57:00.000,-9505.146873,10895.262930,26669.704802,-0.368005,-2.819083,-1.784463,3.356630,-2.465901,2.277344
29 Feb 2024 17:58:00.000,-9526.960916,10725.865722,26561.955894,-0.359799,-2.828410,-1.807429,3.375819,-2.481681,2.288540
29 Feb 2024 17:59:00.000,-9548.278714,10555.909234,26452.821729,-0.351452,-2.837728,-1.830642,3.395212,-2.497566,2.299920
29 Feb 2024 18:00:00.000,-9569.091691,10385.394075,26342.287316,-0.342960,-2.847035,-1.854107,3.414812,-2.513557,2.311487
29 Feb 2024 18:01:00.000,-9589.391066,10214.320932,26230.337360,-0.334320,-2.856329,-1.877830,3.434623,-2.529656,2.323247
29 Feb 2024 18:02:00.000,-9609.167844,10042.690576,26116.956254,-0.325528,-2.865610,-1.901816,3.454649,-2.545864,2.335203
29 Feb 2024 18:03:00.000,-9628.412813,9870.503869,26002.128071,-0.316581,-2.874876,-1.926070,3.474893,-2.562183,2.347360
29 Feb 2024 18:04:00.000,-9647.116532,9697.761761,25885.836554,-0.307474,-2.884126,-1.950598,3.495362,-2.578615,2.359725
29 Feb 2024 18:05:00.000,-9665.269324,9524.465304,25768.065103,-0.298205,-2.893357,-1.975405,3.516058,-2.595160,2.372300
29 Feb 2024 18:06:00.000,-9682.861273,9350.615650,25648.796775,-0.288767,-2.902567,-2.000498,3.536987,-2.611821,2.385093
29 Feb 2024 18:07:00.000,-9699.882208,9176.214064,25528.014261,-0.279158,-2.911756,-2.025882,3.558153,-2.628599,2.398107
29 Feb 2024 18:08:00.000,-9716.321702,9001.261922,25405.699888,-0.269374,-2.920921,-2.051564,3.579561,-2.645496,2.411350
29 Feb 2024 18:09:00.000,-9732.169057,8825.760724,25281.835599,-0.259408,-2.930060,-2.077550,3.601216,-2.662513,2.424826
29 Feb 2024 18:10:00.000,-9747.413298,8649.712097,25156.402946,-0.249257,-2.939170,-2.103847,3.623124,-2.679653,2.438542
29 Feb 2024 18:11:00.000,-9762.043160,8473.117804,25029.383078,-0.238916,-2.948250,-2.130462,3.645289,-2.696916,2.452504
29 Feb 2024 18:12:00.000,-9776.047083,8295.979749,24900.756728,-0.228380,-2.957297,-2.157401,3.667717,-2.714305,2.466718
29 Feb 2024 18:13:00.000,-9789.413195,8118.299990,24770.504202,-0.217643,-2.966309,-2.184672,3.690413,-2.731820,2.481191
29 Feb 2024 18:14:00.000,-9802.129306,7940.080741,24638.605362,-0.206700,-2.975282,-2.212283,3.713384,-2.749465,2.495930
29 Feb 2024 18:15:00.000,-9814.182893,7761.324384,24505.039619,-0.195546,-2.984214,-2.240241,3.736636,-2.767240,2.510942
29 Feb 2024 18:16:00.000,-9825.561088,7582.033480,24369.785914,-0.184174,-2.993101,-2.268553,3.760174,-2.785148,2.526234
29 Feb 2024 18:17:00.000,-9836.250668,7402.210777,24232.822704,-0.172579,-3.001941,-2.297229,3.784005,-2.803190,2.541815
29 Feb 2024 18:18:00.000,-9846.238037,7221.859220,24094.127948,-0.160754,-3.010731,-2.326276,3.808137,-2.821367,2.557692
29 Feb 2024 18:19:00.000,-9855.509217,7040.981965,23953.679094,-0.148692,-3.019466,-2.355704,3.832574,-2.839682,2.573874
29 Feb 2024 18:20:00.000,-9864.049829,6859.582385,23811.453054,-0.136388,-3.028143,-2.385521,3.857326,-2.858137,2.590369
29 Feb 2024 18:21:00.000,-9871.845079,6677.664092,23667.426199,-0.123833,-3.036757,-2.415737,3.882398,-2.876733,2.607186
29 Feb 2024 18:22:00.000,-9878.879744,6495.230941,23521.574331,-0.111021,-3.045305,-2.446360,3.907798,-2.895472,2.624335
29 Feb 2024 18:23:00.000,-9885.138150,6312.287051,23373.872671,-0.097944,-3.053783,-2.477402,3.933535,-2.914355,2.641824
29 Feb 2024 18:24:00.000,-9890.604161,6128.836815,23224.295837,-0.084594,-3.062184,-2.508872,3.959617,-2.933385,2.659665
29 Feb 2024 18:25:00.000,-9895.261155,5944.884922,23072.817826,-0.070963,-3.070505,-2.540780,3.986051,-2.952563,2.677867
29 Feb 2024 18:26:00.000,-9899.092005,5760.436367,22919.411990,-0.057042,-3.078740,-2.573138,4.012846,-2.971891,2.696442
29 Feb 2024 18:27:00.000,-9902.079061,5575.496475,22764.051021,-0.042822,-3.086883,-2.605957,4.040012,-2.991370,2.715400
29 Feb 2024 18:28:00.000,-9904.204125,5390.070918,22606.706921,-0.028294,-3.094929,-2.639249,4.067557,-3.011003,2.734754
29 Feb 2024 18:29:00.000,-9905.448432,5204.165737,22447.350986,-0.013449,-3.102871,-2.673025,4.095491,-3.030790,2.754516
29 Feb 2024 18:30:00.000,-9905.792624,5017.787360,22285.953777,0.001725,-3.110702,-2.707297,4.123824,-3.050734,2.774698
29 Feb 2024 18:31:00.000,-9905.216723,4830.942633,22122.485095,0.017236,-3.118415,-2.742080,4.152567,-3.070836,2.795314
29 Feb 2024 18:32:00.000,-9903.700109,4643.638837,21956.913958,0.033097,-3.126004,-2.777386,4.181730,-3.091098,2.816377
29 Feb 2024 18:33:00.000,-9901.221487,4455.883721,21789.208572,0.049318,-3.133459,-2.813228,4.211324,-3.111520,2.837903
29 Feb 2024 18:34:00.000,-9897.758862,4267.685525,21619.336302,0.065912,-3.140772,-2.849622,4.241361,-3.132105,2.859906
29 Feb 2024 18:35:00.000,-9893.289505,4079.053016,21447.263642,0.082891,-3.147935,-2.886582,4.271852,-3.152853,2.882402
29 Feb 2024 18:36:00.000,-9887.789922,3889.995518,21272.956189,0.100269,-3.154937,-2.924122,4.302810,-3.173766,2.905407
29 Feb 2024 18:37:00.000,-9881.235818,3700.522947,21096.378603,0.118058,-3.161770,-2.962260,4.334248,-3.194844,2.928939
29 Feb 2024 18:38:00.000,-9873.602063,3510.645847,20917.494581,0.136273,-3.168420,-3.001011,4.366180,-3.216089,2.953015
29 Feb 2024 18:39:00.000,-9864.862650,3320.375435,20736.266818,0.154929,-3.174878,-3.040393,4.398618,-3.237502,2.977654
29 Feb 2024 18:40:00.000,-9854.990658,3129.723637,20552.656971,0.174042,-3.181131,-3.080422,4.431578,-3.259082,3.002877
29 Feb 2024 18:41:00.000,-9843.958207,2938.703142,20366.625626,0.193628,-3.187166,-3.121117,4.465075,-3.280831,3.028703
29 Feb 2024 18:42:00.000,-9831.736412,2747.327444,20178.132250,0.213704,-3.192969,-3.162498,4.499123,-3.302748,3.055154
29 Feb 2024 18:43:00.000,-9818.295336,2555.610899,19987.135161,0.234288,-3.198525,-3.204583,4.533741,-3.324834,3.082253
29 Feb 2024 18:44:00.000,-9803.603940,2363.568783,19793.591474,0.255399,-3.203818,-3.247393,4.568943,-3.347088,3.110023
29 Feb 2024 18:45:00.000,-9787.630025,2171.217352,19597.457068,0.277056,-3.208832,-3.290949,4.604749,-3.369510,3.138489
29 Feb 2024 18:46:00.000,-9770.340181,1978.573907,19398.686530,0.299281,-3.213549,-3.335273,4.641176,-3.392099,3.167677
29 Feb 2024 18:47:00.000,-9751.699720,1785.656868,19197.233115,0.322095,-3.217948,-3.380388,4.678243,-3.414853,3.197614
29 Feb 2024 18:48:00.000,-9731.672616,1592.485848,18993.048692,0.345520,-3.222011,-3.426316,4.715971,-3.437771,3.228330
29 Feb 2024 18:49:00.000,-9710.221436,1399.081738,18786.083693,0.369582,-3.225713,-3.473083,4.754380,-3.460851,3.259853
29 Feb 2024 18:50:00.000,-9687.307264,1205.466795,18576.287061,0.394306,-3.229033,-3.520714,4.793492,-3.484089,3.292216
29 Feb 2024 18:51:00.000,-9662.889628,1011.664740,18363.606191,0.419717,-3.231945,-3.569235,4.833329,-3.507484,3.325452
29 Feb 2024 18:52:00.000,-9636.926418,817.700860,18147.986877,0.445845,-3.234422,-3.618673,4.873916,-3.531030,3.359595
29 Feb 2024 18:53:00.000,-9609.373793,623.602124,17929.373249,0.472718,-3.236434,-3.669056,4.915276,-3.554724,3.394684
29 Feb 2024 18:54:00.000,-9580.186096,429.397304,17707.707713,0.500367,-3.237951,-3.720415,4.957437,-3.578560,3.430756
29 Feb 2024 18:55:00.000,-9549.315751,235.117105,17482.930887,0.528827,-3.238939,-3.772778,5.000424,-3.602532,3.467853
29 Feb 2024 18:56:00.000,-9516.713156,40.794316,17254.981535,0.558130,-3.239363,-3.826177,5.044265,-3.626632,3.506017
29 Feb 2024 18:57:00.000,-9482.326575,-153.536044,17023.796502,0.588314,-3.239183,-3.880646,5.088991,-3.650852,3.545294
29 Feb 2024 18:58:00.000,-9446.102016,-347.836547,16789.310640,0.619418,-3.238358,-3.936217,5.134632,-3.675183,3.585732
29 Feb 2024 18:59:00.000,-9407.983104,-542.067178,16551.456743,0.651482,-3.236844,-3.992927,5.181221,-3.699614,3.627382
29 Feb 2024 19:00:00.000,-9367.910943,-736.185130,16310.165475,0.684549,-3.234591,-4.050810,5.228790,-3.724132,3.670298
29 Feb 2024 19:01:00.000,-9325.823974,-930.144588,16065.365292,0.718666,-3.231549,-4.109904,5.277376,-3.748724,3.714535
29 Feb 2024 19:02:00.000,-9281.657817,-1123.896490,15816.982374,0.753880,-3.227660,-4.170248,5.327015,-3.773372,3.760153
29 Feb 2024 19:03:00.000,-9235.345108,-1317.388265,15564.940549,0.790243,-3.222864,-4.231882,5.377747,-3.798060,3.807217
29 Feb 2024 19:04:00.000,-9186.815318,-1510.563552,15309.161220,0.827808,-3.217095,-4.294846,5.429611,-3.822765,3.855793
29 Feb 2024 19:05:00.000,-9135.994569,-1703.361886,15049.563293,0.866634,-3.210283,-4.359183,5.482650,-3.847466,3.905951
29 Feb 2024 19:06:00.000,-9082.805427,-1895.718361,14786.063111,0.906781,-3.202349,-4.424937,5.536909,-3.872136,3.957767
29 Feb 2024 19:07:00.000,-9027.166690,-2087.563255,14518.574380,0.948315,-3.193211,-4.492151,5.592434,-3.896745,4.011321
29 Feb 2024 19:08:00.000,-8968.993155,-2278.821624,14247.008112,0.991303,-3.182778,-4.560871,5.649274,-3.921259,4.066697
29 Feb 2024 19:09:00.000,-8908.195373,-2469.412853,13971.272568,1.035819,-3.170951,-4.631143,5.707481,-3.945642,4.123985
29 Feb 2024 19:10:00.000,-8844.679386,-2659.250163,13691.273211,1.081940,-3.157624,-4.703014,5.767107,-3.969850,4.183278
29 Feb 2024 19:11:00.000,-8778.346446,-2848.240075,13406.912664,1.129749,-3.142679,-4.776533,5.828210,-3.993836,4.244679
29 Feb 2024 19:12:00.000,-8709.092716,-3036.281809,13118.090692,1.179332,-3.125990,-4.851746,5.890846,-4.017547,4.308293
29 Feb 2024 19:13:00.000,-8636.808951,-3223.266637,12824.704189,1.230783,-3.107418,-4.928701,5.955079,-4.040921,4.374234
29 Feb 2024 19:14:00.000,-8561.380161,-3409.077156,12526.647196,1.284201,-3.086813,-5.007446,6.020972,-4.063890,4.442623
29 Feb 2024 19:15:00.000,-8482.685248,-3593.586496,12223.810938,1.339690,-3.064009,-5.088027,6.088591,-4.086378,4.513586
29 Feb 2024 19:16:00.000,-8400.596628,-3776.657445,11916.083896,1.397362,-3.038827,-5.170490,6.158007,-4.108298,4.587259
29 Feb 2024 19:17:00.000,-8314.979825,-3958.141479,11603.351921,1.457335,-3.011069,-5.254876,6.229292,-4.129552,4.663784
29 Feb 2024 19:18:00.000,-8225.693045,-4137.877696,11285.498391,1.519734,-2.980520,-5.341225,6.302522,-4.150030,4.743314
29 Feb 2024 19:19:00.000,-8132.586734,-4315.691638,10962.404427,1.584694,-2.946943,-5.429573,6.377773,-4.169608,4.826009
29 Feb 2024 19:20:00.000,-8035.503108,-4491.393987,10633.949189,1.652354,-2.910078,-5.519950,6.455128,-4.188145,4.912038
29 Feb 2024 19:21:00.000,-7934.275672,-4664.779125,10300.010244,1.722865,-2.869642,-5.612378,6.534669,-4.205485,5.001579
29 Feb 2024 19:22:00.000,-7828.728722,-4835.623553,9960.464054,1.796384,-2.825322,-5.706871,6.616481,-4.221447,5.094821
29 Feb 2024 19:23:00.000,-7718.676836,-5003.684129,9615.186578,1.873078,-2.776775,-5.803432,6.700651,-4.235830,5.191962
29 Feb 2024 19:24:00.000,-7603.924367,-5168.696145,9264.054033,1.953120,-2.723625,-5.902049,6.787266,-4.248405,5.293207
29 Feb 2024 19:25:00.000,-7484.264942,-5330.371195,8906.943834,2.036694,-2.665457,-6.002693,6.876416,-4.258916,5.398772
29 Feb 2024 19:26:00.000,-7359.480978,-5488.394838,8543.735761,2.123990,-2.601817,-6.105313,6.968187,-4.267069,5.508880
29 Feb 2024 19:27:00.000,-7229.343238,-5642.424033,8174.313377,2.215207,-2.532206,-6.209834,7.062665,-4.272535,5.623761
29 Feb 2024 19:28:00.000,-7093.610449,-5792.084342,7798.565776,2.310547,-2.456075,-6.316146,7.159932,-4.274942,5.743648
29 Feb 2024 19:29:00.000,-6952.029003,-5936.966874,7416.389695,2.410218,-2.372823,-6.424101,7.260063,-4.273867,5.868780
29 Feb 2024 19:30:00.000,-6804.332789,-6076.624989,7027.692080,2.514428,-2.281793,-6.533507,7.363127,-4.268834,5.999391
29 Feb 2024 19:31:00.000,-6650.243196,-6210.570748,6632.393178,2.623386,-2.182266,-6.644111,7.469180,-4.259306,6.135712
29 Feb 2024 19:32:00.000,-6489.469354,-6338.271137,6230.430256,2.737291,-2.073456,-6.755595,7.578261,-4.244675,6.277960
29 Feb 2024 19:33:00.000,-6321.708680,-6459.144088,5821.762053,2.856332,-1.954513,-6.867560,7.690392,-4.224259,6.426334
29 Feb 2024 19:34:00.000,-6146.647838,-6572.554371,5406.374084,2.980678,-1.824515,-6.979510,7.805565,-4.197291,6.581003
29 Feb 2024 19:35:00.000,-5963.964211,-6677.809431,4984.284928,3.110467,-1.682474,-7.090834,7.923740,-4.162914,6.742092
29 Feb 2024 19:36:00.000,-5773.328042,-6774.155316,4555.553645,3.245797,-1.527332,-7.200791,8.044833,-4.120170,6.909669
29 Feb 2024 19:37:00.000,-5574.405406,-6860.772881,4120.288451,3.386706,-1.357974,-7.308481,8.168706,-4.067997,7.083725
29 Feb 2024 19:38:00.000,-5366.862208,-6936.774532,3678.656785,3.533158,-1.173237,-7.412824,8.295158,-4.005224,7.264147
29 Feb 2024 19:39:00.000,-5150.369439,-7001.201870,3230.896872,3.685015,-0.971927,-7.512536,8.423905,-3.930570,7.450691
29 Feb 2024 19:40:00.000,-4924.609932,-7053.024687,2777.330819,3.842016,-0.752850,-7.606101,8.554568,-3.842652,7.642948
29 Feb 2024 19:41:00.000,-4689.286886,-7091.141914,2318.379215,4.003737,-0.514845,-7.691748,8.686654,-3.739992,7.840307
29 Feb 2024 19:42:00.000,-4444.134400,-7114.385237,1854.577038,4.169565,-0.256840,-7.767432,8.819537,-3.621041,8.041909
29 Feb 2024 19:43:00.000,-4188.930224,-7121.526254,1386.590523,4.338652,0.022083,-7.830822,8.952439,-3.484215,8.246600
29 Feb 2024 19:44:00.000,-3923.510855,-7111.288129,915.234322,4.509881,0.322605,-7.879303,9.084411,-3.327944,8.452888
29 Feb 2024 19:45:00.000,-3647.788915,-7082.362793,441.488002,4.681826,0.645068,-7.909998,9.214319,-3.150738,8.658899
29 Feb 2024 19:46:00.000,-3361.772543,-7033.434664,-33.489498,4.852725,0.989360,-7.919815,9.340838,-2.951285,8.862345
29 Feb 2024 19:47:00.000,-3065.586156,-6963.211649,-508.349268,5.020462,1.354788,-7.905531,9.462447,-2.728554,9.060514
29 Feb 2024 19:48:00.000,-2759.491526,-6870.463777,-981.547877,5.182578,1.739954,-7.863908,9.577452,-2.481927,9.250278
29 Feb 2024 19:49:00.000,-2443.907631,-6754.069057,-1451.351346,5.336300,2.142641,-7.791861,9.684013,-2.211340,9.428154
29 Feb 2024 19:50:00.000,-2119.427231,-6613.065187,-1915.850114,5.478623,2.559733,-7.686659,9.780198,-1.917417,9.590401
