"Time (UTCG)","x (km)","y (km)","z (km)","vx (km/sec)","vy (km/sec)","vz (km/sec)","speed (km/sec)","vr (km/sec)","vi (km/sec)"
29 Feb 2024 13:09:00.000,3982.898240,37670.202825,25498.987831,-0.848968,-0.295144,1.280321,1.564314,0.397420,1.512989
29 Feb 2024 13:10:00.000,3932.001282,37652.204534,25575.610129,-0.849962,-0.304595,1.273912,1.561430,0.388962,1.512208
29 Feb 2024 13:11:00.000,3881.045097,37633.639910,25651.847616,-0.850942,-0.314026,1.267493,1.558606,0.380512,1.511444
29 Feb 2024 13:12:00.000,3830.030537,37614.510090,25727.699727,-0.851907,-0.323439,1.261065,1.555842,0.372068,1.510698
29 Feb 2024 13:13:00.000,3778.958453,37594.816198,25803.165897,-0.852858,-0.332833,1.254628,1.553137,0.363631,1.509969
29 Feb 2024 13:14:00.000,3727.829690,37574.559346,25878.245554,-0.853795,-0.342209,1.248180,1.550493,0.355200,1.509258
29 Feb 2024 13:15:00.000,3676.645090,37553.740631,25952.938119,-0.854718,-0.351566,1.241724,1.547908,0.346776,1.508564
29 Feb 2024 13:16:00.000,3625.405495,37532.361141,26027.243011,-0.855627,-0.360905,1.235257,1.545384,0.338358,1.507887
29 Feb 2024 13:17:00.000,3574.111738,37510.421949,26101.159642,-0.856522,-0.370227,1.228781,1.542920,0.329947,1.507228
29 Feb 2024 13:18:00.000,3522.764655,37487.924115,26174.687422,-0.857403,-0.379531,1.222295,1.540516,0.321541,1.506586
29 Feb 2024 13:19:00.000,3471.365074,37464.868691,26247.825753,-0.858271,-0.388818,1.215798,1.538172,0.313141,1.505960
29 Feb 2024 13:20:00.000,3419.913823,37441.256711,26320.574032,-0.859124,-0.398087,1.209292,1.535889,0.304747,1.505352
29 Feb 2024 13:21:00.000,3368.411726,37417.089202,26392.931653,-0.859964,-0.407340,1.202776,1.533667,0.296358,1.504761
29 Feb 2024 13:22:00.000,3316.859604,37392.367176,26464.898003,-0.860791,-0.416575,1.196249,1.531505,0.287975,1.504187
29 Feb 2024 13:23:00.000,3265.258275,37367.091634,26536.472463,-0.861603,-0.425794,1.189712,1.529404,0.279597,1.503629
29 Feb 2024 13:24:00.000,3213.608557,37341.263566,26607.654411,-0.862402,-0.434997,1.183164,1.527363,0.271224,1.503089
29 Feb 2024 13:25:00.000,3161.911261,37314.883949,26678.443218,-0.863188,-0.444184,1.176606,1.525383,0.262856,1.502565
29 Feb 2024 13:26:00.000,3110.167198,37287.953750,26748.838251,-0.863960,-0.453354,1.170038,1.523465,0.254492,1.502058
29 Feb 2024 13:27:00.000,3058.377178,37260.473923,26818.838868,-0.864718,-0.462509,1.163458,1.521607,0.246133,1.501568
29 Feb 2024 13:28:00.000,3006.542005,37232.445411,26888.444427,-0.865463,-0.471648,1.156868,1.519810,0.237779,1.501094
29 Feb 2024 13:29:00.000,2954.662483,37203.869146,26957.654275,-0.866195,-0.480771,1.150267,1.518074,0.229429,1.500637
29 Feb 2024 13:30:00.000,2902.739413,37174.746049,27026.467756,-0.866913,-0.489880,1.143655,1.516400,0.221083,1.500197
29 Feb 2024 13:31:00.000,2850.773594,37145.077029,27094.884209,-0.867618,-0.498973,1.137032,1.514786,0.212741,1.499773
29 Feb 2024 13:32:00.000,2798.765824,37114.862984,27162.902966,-0.868310,-0.508052,1.130398,1.513234,0.204402,1.499366
29 Feb 2024 13:33:00.000,2746.716897,37084.104802,27230.523353,-0.868988,-0.517115,1.123752,1.511743,0.196068,1.498975
29 Feb 2024 13:34:00.000,2694.627606,37052.803359,27297.744690,-0.869653,-0.526165,1.117095,1.510314,0.187737,1.498600
29 Feb 2024 13:35:00.000,2642.498741,37020.959521,27364.566292,-0.870305,-0.535200,1.110427,1.508946,0.179409,1.498242
29 Feb 2024 13:36:00.000,2590.331093,36988.574143,27430.987467,-0.870944,-0.544220,1.103747,1.507640,0.171084,1.497901
29 Feb 2024 13:37:00.000,2538.125448,36955.648068,27497.007519,-0.871570,-0.553227,1.097055,1.506395,0.162763,1.497576
29 Feb 2024 13:38:00.000,2485.882592,36922.182131,27562.625743,-0.872183,-0.562220,1.090352,1.505211,0.154444,1.497267
29 Feb 2024 13:39:00.000,2433.603310,36888.177153,27627.841429,-0.872782,-0.571199,1.083637,1.504090,0.146128,1.496974
29 Feb 2024 13:40:00.000,2381.288382,36853.633949,27692.653863,-0.873369,-0.580165,1.076909,1.503030,0.137815,1.496698
29 Feb 2024 13:41:00.000,2328.938591,36818.553318,27757.062320,-0.873943,-0.589118,1.070170,1.502032,0.129504,1.496438
29 Feb 2024 13:42:00.000,2276.554716,36782.936054,27821.066074,-0.874503,-0.598057,1.063418,1.501095,0.121196,1.496195
29 Feb 2024 13:43:00.000,2224.137534,36746.782938,27884.664388,-0.875051,-0.606984,1.056654,1.500220,0.112889,1.495967
29 Feb 2024 13:44:00.000,2171.687823,36710.094741,27947.856521,-0.875585,-0.615898,1.049878,1.499408,0.104585,1.495756
29 Feb 2024 13:45:00.000,2119.206358,36672.872224,28010.641725,-0.876107,-0.624799,1.043089,1.498657,0.096283,1.495561
29 Feb 2024 13:46:00.000,2066.693913,36635.116137,28073.019246,-0.876616,-0.633687,1.036288,1.497968,0.087982,1.495382
29 Feb 2024 13:47:00.000,2014.151262,36596.827223,28134.988323,-0.877112,-0.642564,1.029474,1.497341,0.079683,1.495219
29 Feb 2024 13:48:00.000,1961.579176,36558.006212,28196.548187,-0.877595,-0.651428,1.022646,1.496775,0.071385,1.495072
29 Feb 2024 13:49:00.000,1908.978427,36518.653825,28257.698063,-0.878065,-0.660281,1.015806,1.496272,0.063088,1.494942
29 Feb 2024 13:50:00.000,1856.349785,36478.770774,28318.437171,-0.878522,-0.669121,1.008953,1.495831,0.054793,1.494827
29 Feb 2024 13:51:00.000,1803.694019,36438.357760,28378.764721,-0.878967,-0.677950,1.002087,1.495452,0.046499,1.494729
29 Feb 2024 13:52:00.000,1751.011898,36397.415475,28438.679919,-0.879398,-0.686768,0.995207,1.495135,0.038205,1.494647
29 Feb 2024 13:53:00.000,1698.304189,36355.944602,28498.181961,-0.879817,-0.695574,0.988314,1.494880,0.029912,1.494581
29 Feb 2024 13:54:00.000,1645.571661,36313.945812,28557.270038,-0.880223,-0.704370,0.981408,1.494687,0.021620,1.494531
29 Feb 2024 13:55:00.000,1592.815078,36271.419769,28615.943335,-0.880616,-0.713154,0.974487,1.494556,0.013328,1.494497
29 Feb 2024 13:56:00.000,1540.035207,36228.367127,28674.201025,-0.880997,-0.721927,0.967553,1.494488,0.005036,1.494479
29 Feb 2024 13:57:00.000,1487.232814,36184.788529,28732.042279,-0.881364,-0.730690,0.960605,1.494481,-0.003256,1.494477
29 Feb 2024 13:58:00.000,1434.408663,36140.684611,28789.466258,-0.881719,-0.739442,0.953643,1.494536,-0.011547,1.494492
29 Feb 2024 13:59:00.000,1381.563520,36096.055998,28846.472116,-0.882062,-0.748184,0.946667,1.494654,-0.019839,1.494522
29 Feb 2024 14:00:00.000,1328.698148,36050.903306,28903.058999,-0.882391,-0.756916,0.939677,1.494834,-0.028131,1.494569
29 Feb 2024 14:01:00.000,1275.813312,36005.227143,28959.226046,-0.882708,-0.765637,0.932672,1.495075,-0.036424,1.494631
29 Feb 2024 14:02:00.000,1222.909776,35959.028105,29014.972388,-0.883012,-0.774349,0.925652,1.495379,-0.044718,1.494710
29 Feb 2024 14:03:00.000,1169.988303,35912.306782,29070.297150,-0.883303,-0.783051,0.918618,1.495745,-0.053012,1.494805
29 Feb 2024 14:04:00.000,1117.049658,35865.063753,29125.199446,-0.883581,-0.791744,0.911569,1.496172,-0.061307,1.494916
29 Feb 2024 14:05:00.000,1064.094604,35817.299590,29179.678385,-0.883847,-0.800427,0.904505,1.496662,-0.069603,1.495043
29 Feb 2024 14:06:00.000,1011.123905,35769.014853,29233.733066,-0.884100,-0.809100,0.897426,1.497214,-0.077901,1.495186
29 Feb 2024 14:07:00.000,958.138326,35720.210095,29287.362582,-0.884340,-0.817765,0.890332,1.497828,-0.086200,1.495345
29 Feb 2024 14:08:00.000,905.138630,35670.885859,29340.566016,-0.884568,-0.826420,0.883223,1.498504,-0.094500,1.495521
29 Feb 2024 14:09:00.000,852.125582,35621.042682,29393.342445,-0.884782,-0.835067,0.876098,1.499241,-0.102802,1.495712
29 Feb 2024 14:10:00.000,799.099947,35570.681089,29445.690935,-0.884984,-0.843705,0.868957,1.500041,-0.111106,1.495920
29 Feb 2024 14:11:00.000,746.062491,35519.801597,29497.610545,-0.885173,-0.852335,0.861801,1.500902,-0.119412,1.496144
29 Feb 2024 14:12:00.000,693.013978,35468.404716,29549.100327,-0.885350,-0.860956,0.854629,1.501825,-0.127720,1.496385
29 Feb 2024 14:13:00.000,639.955176,35416.490944,29600.159323,-0.885513,-0.869569,0.847440,1.502810,-0.136030,1.496641
29 Feb 2024 14:14:00.000,586.886851,35364.060774,29650.786566,-0.885664,-0.878173,0.840236,1.503857,-0.144343,1.496914
29 Feb 2024 14:15:00.000,533.809771,35311.114687,29700.981082,-0.885802,-0.886770,0.833015,1.504965,-0.152658,1.497203
29 Feb 2024 14:16:00.000,480.724703,35257.653159,29750.741886,-0.885927,-0.895359,0.825778,1.506135,-0.160976,1.497508
29 Feb 2024 14:17:00.000,427.632418,35203.676655,29800.067986,-0.886039,-0.903940,0.818524,1.507367,-0.169297,1.497830
29 Feb 2024 14:18:00.000,374.533685,35149.185632,29848.958381,-0.886139,-0.912514,0.811254,1.508660,-0.177621,1.498168
29 Feb 2024 14:19:00.000,321.429274,35094.180539,29897.412061,-0.886225,-0.921080,0.803966,1.510015,-0.185948,1.498522
29 Feb 2024 14:20:00.000,268.319957,35038.661816,29945.428006,-0.886299,-0.929639,0.796662,1.511431,-0.194278,1.498893
29 Feb 2024 14:21:00.000,215.206508,34982.629895,29993.005188,-0.886360,-0.938191,0.789340,1.512909,-0.202612,1.499280
29 Feb 2024 14:22:00.000,162.089700,34926.085200,30040.142568,-0.886407,-0.946736,0.782001,1.514448,-0.210950,1.499684
29 Feb 2024 14:23:00.000,108.970309,34869.028145,30086.839099,-0.886442,-0.955274,0.774644,1.516048,-0.219291,1.500104
29 Feb 2024 14:24:00.000,55.849110,34811.459139,30133.093726,-0.886464,-0.963805,0.767269,1.517709,-0.227636,1.500541
29 Feb 2024 14:25:00.000,2.726881,34753.378579,30178.905381,-0.886473,-0.972330,0.759877,1.519432,-0.235986,1.500995
29 Feb 2024 14:26:00.000,-50.395598,34694.786857,30224.272990,-0.886469,-0.980848,0.752467,1.521216,-0.244339,1.501465
29 Feb 2024 14:27:00.000,-103.517548,34635.684354,30269.195465,-0.886452,-0.989360,0.745039,1.523061,-0.252697,1.501951
29 Feb 2024 14:28:00.000,-156.638185,34576.071446,30313.671714,-0.886422,-0.997866,0.737592,1.524966,-0.261059,1.502455
29 Feb 2024 14:29:00.000,-209.756727,34515.948497,30357.700629,-0.886378,-1.006366,0.730126,1.526933,-0.269427,1.502975
29 Feb 2024 14:30:00.000,-262.872388,34455.315866,30401.281097,-0.886322,-1.014860,0.722643,1.528960,-0.277799,1.503512
29 Feb 2024 14:31:00.000,-315.984382,34394.173904,30444.411991,-0.886253,-1.023348,0.715140,1.531048,-0.286176,1.504065
29 Feb 2024 14:32:00.000,-369.091919,34332.522951,30487.092176,-0.886170,-1.031830,0.707618,1.533197,-0.294558,1.504636
29 Feb 2024 14:33:00.000,-422.194209,34270.363342,30529.320508,-0.886074,-1.040307,0.700077,1.535407,-0.302945,1.505224
29 Feb 2024 14:34:00.000,-475.290460,34207.695404,30571.095828,-0.885965,-1.048779,0.692517,1.537677,-0.311338,1.505828
29 Feb 2024 14:35:00.000,-528.379877,34144.519453,30612.416971,-0.885842,-1.057245,0.684937,1.540007,-0.319737,1.506450
29 Feb 2024 14:36:00.000,-581.461662,34080.835800,30653.282759,-0.885707,-1.065707,0.677337,1.542398,-0.328141,1.507089
29 Feb 2024 14:37:00.000,-634.535019,34016.644748,30693.692005,-0.885557,-1.074163,0.669718,1.544849,-0.336551,1.507744
29 Feb 2024 14:38:00.000,-687.599144,33951.946590,30733.643509,-0.885395,-1.082614,0.662078,1.547361,-0.344968,1.508417
29 Feb 2024 14:39:00.000,-740.653236,33886.741613,30773.136062,-0.885219,-1.091061,0.654418,1.549932,-0.353391,1.509108
29 Feb 2024 14:40:00.000,-793.696489,33821.030096,30812.168442,-0.885030,-1.099503,0.646738,1.552564,-0.361820,1.509815
29 Feb 2024 14:41:00.000,-846.728094,33754.812309,30850.739417,-0.884827,-1.107941,0.639037,1.555256,-0.370255,1.510540
29 Feb 2024 14:42:00.000,-899.747241,33688.088517,30888.847745,-0.884610,-1.116375,0.631316,1.558007,-0.378698,1.511283
29 Feb 2024 14:43:00.000,-952.753117,33620.858973,30926.492170,-0.884380,-1.124804,0.623573,1.560819,-0.387147,1.512042
29 Feb 2024 14:44:00.000,-1005.744906,33553.123926,30963.671426,-0.884137,-1.133229,0.615809,1.563690,-0.395603,1.512820
29 Feb 2024 14:45:00.000,-1058.721789,33484.883615,31000.384236,-0.883879,-1.141650,0.608024,1.566621,-0.404067,1.513615
29 Feb 2024 14:46:00.000,-1111.682945,33416.138273,31036.629308,-0.883608,-1.150067,0.600217,1.569611,-0.412538,1.514428
29 Feb 2024 14:47:00.000,-1164.627549,33346.888125,31072.405342,-0.883323,-1.158481,0.592388,1.572661,-0.421017,1.515258
29 Feb 2024 14:48:00.000,-1217.554775,33277.133386,31107.711024,-0.883025,-1.166891,0.584537,1.575770,-0.429503,1.516107
29 Feb 2024 14:49:00.000,-1270.463792,33206.874267,31142.545028,-0.882712,-1.175298,0.576664,1.578939,-0.437997,1.516973
29 Feb 2024 14:50:00.000,-1323.353767,33136.110969,31176.906016,-0.882386,-1.183702,0.568769,1.582167,-0.446499,1.517857
29 Feb 2024 14:51:00.000,-1376.223862,33064.843686,31210.792638,-0.882045,-1.192102,0.560851,1.585454,-0.455010,1.518760
29 Feb 2024 14:52:00.000,-1429.073239,32993.072605,31244.203530,-0.881691,-1.200499,0.552910,1.588800,-0.463529,1.519680
29 Feb 2024 14:53:00.000,-1481.901052,32920.797904,31277.137316,-0.881322,-1.208893,0.544947,1.592206,-0.472056,1.520619
29 Feb 2024 14:54:00.000,-1534.706457,32848.019755,31309.592609,-0.880939,-1.217285,0.536960,1.595670,-0.480592,1.521576
29 Feb 2024 14:55:00.000,-1587.488601,32774.738322,31341.568006,-0.880542,-1.225674,0.528949,1.599193,-0.489138,1.522551
29 Feb 2024 14:56:00.000,-1640.246632,32700.953761,31373.062094,-0.880131,-1.234060,0.520915,1.602775,-0.497692,1.523545
29 Feb 2024 14:57:00.000,-1692.979691,32626.666221,31404.073444,-0.879705,-1.242444,0.512857,1.606416,-0.506255,1.524558
29 Feb 2024 14:58:00.000,-1745.686917,32551.875844,31434.600614,-0.879265,-1.250826,0.504775,1.610115,-0.514828,1.525589
29 Feb 2024 14:59:00.000,-1798.367445,32476.582763,31464.642151,-0.878811,-1.259205,0.496668,1.613873,-0.523410,1.526639
29 Feb 2024 15:00:00.000,-1851.020405,32400.787104,31494.196585,-0.878342,-1.267582,0.488537,1.617689,-0.532003,1.527708
29 Feb 2024 15:01:00.000,-1903.644923,32324.488987,31523.262435,-0.877858,-1.275958,0.480381,1.621564,-0.540605,1.528796
29 Feb 2024 15:02:00.000,-1956.240121,32247.688524,31551.838204,-0.877360,-1.284331,0.472200,1.625497,-0.549217,1.529902
29 Feb 2024 15:03:00.000,-2008.805119,32170.385819,31579.922382,-0.876847,-1.292703,0.463993,1.629488,-0.557840,1.531028
29 Feb 2024 15:04:00.000,-2061.339028,32092.580968,31607.513444,-0.876319,-1.301074,0.455762,1.633538,-0.566473,1.532173
29 Feb 2024 15:05:00.000,-2113.840960,32014.274062,31634.609852,-0.875776,-1.309443,0.447504,1.637646,-0.575116,1.533338
29 Feb 2024 15:06:00.000,-2166.310017,31935.465181,31661.210050,-0.875218,-1.317811,0.439220,1.641812,-0.583771,1.534522
29 Feb 2024 15:07:00.000,-2218.745301,31856.154402,31687.312471,-0.874645,-1.326177,0.430910,1.646036,-0.592437,1.535725
29 Feb 2024 15:08:00.000,-2271.145907,31776.341790,31712.915531,-0.874057,-1.334542,0.422574,1.650318,-0.601113,1.536949
29 Feb 2024 15:09:00.000,-2323.510925,31696.027408,31738.017631,-0.873454,-1.342907,0.414210,1.654658,-0.609802,1.538192
29 Feb 2024 15:10:00.000,-2375.839440,31615.211306,31762.617158,-0.872836,-1.351271,0.405820,1.659055,-0.618501,1.539455
29 Feb 2024 15:11:00.000,-2428.130533,31533.893531,31786.712482,-0.872202,-1.359634,0.397403,1.663511,-0.627213,1.540738
29 Feb 2024 15:12:00.000,-2480.383279,31452.074121,31810.301958,-0.871553,-1.367996,0.388958,1.668024,-0.635937,1.542041
29 Feb 2024 15:13:00.000,-2532.596748,31369.753107,31833.383926,-0.870888,-1.376358,0.380485,1.672595,-0.644672,1.543364
29 Feb 2024 15:14:00.000,-2584.770005,31286.930512,31855.956707,-0.870207,-1.384720,0.371984,1.677224,-0.653420,1.544708
29 Feb 2024 15:15:00.000,-2636.902110,31203.606353,31878.018609,-0.869511,-1.393081,0.363454,1.681910,-0.662181,1.546072
29 Feb 2024 15:16:00.000,-2688.992115,31119.780639,31899.567923,-0.868799,-1.401442,0.354896,1.686654,-0.670954,1.547457
29 Feb 2024 15:17:00.000,-2741.039068,31035.453371,31920.602922,-0.868071,-1.409804,0.346309,1.691456,-0.679741,1.548863
29 Feb 2024 15:18:00.000,-2793.042012,30950.624545,31941.121863,-0.867326,-1.418165,0.337693,1.696315,-0.688540,1.550289
29 Feb 2024 15:19:00.000,-2844.999984,30865.294147,31961.122987,-0.866566,-1.426527,0.329048,1.701231,-0.697353,1.551737
29 Feb 2024 15:20:00.000,-2896.912012,30779.462158,31980.604517,-0.865790,-1.434889,0.320372,1.706205,-0.706179,1.553206
29 Feb 2024 15:21:00.000,-2948.777121,30693.128550,31999.564657,-0.864997,-1.443252,0.311667,1.711237,-0.715019,1.554696
29 Feb 2024 15:22:00.000,-3000.594329,30606.293290,32018.001596,-0.864188,-1.451615,0.302931,1.716326,-0.723873,1.556207
29 Feb 2024 15:23:00.000,-3052.362647,30518.956337,32035.913504,-0.863362,-1.459979,0.294165,1.721472,-0.732741,1.557740
29 Feb 2024 15:24:00.000,-3104.081080,30431.117640,32053.298533,-0.862520,-1.468344,0.285367,1.726675,-0.741624,1.559295
29 Feb 2024 15:25:00.000,-3155.748626,30342.777145,32070.154816,-0.861660,-1.476710,0.276539,1.731936,-0.750520,1.560872
29 Feb 2024 15:26:00.000,-3207.364277,30253.934789,32086.480470,-0.860784,-1.485077,0.267678,1.737255,-0.759432,1.562471
29 Feb 2024 15:27:00.000,-3258.927017,30164.590500,32102.273590,-0.859891,-1.493445,0.258786,1.742630,-0.768359,1.564092
29 Feb 2024 15:28:00.000,-3310.435823,30074.744203,32117.532255,-0.858981,-1.501814,0.249862,1.748063,-0.777301,1.565736
29 Feb 2024 15:29:00.000,-3361.889666,29984.395813,32132.254522,-0.858053,-1.510185,0.240905,1.753554,-0.786258,1.567402
29 Feb 2024 15:30:00.000,-3413.287509,29893.545237,32146.438432,-0.857109,-1.518558,0.231916,1.759102,-0.795231,1.569091
29 Feb 2024 15:31:00.000,-3464.628308,29802.192378,32160.082003,-0.856146,-1.526932,0.222893,1.764707,-0.804220,1.570803
29 Feb 2024 15:32:00.000,-3515.911010,29710.337129,32173.183236,-0.855166,-1.535308,0.213837,1.770369,-0.813224,1.572538
29 Feb 2024 15:33:00.000,-3567.134555,29617.979377,32185.740109,-0.854169,-1.543687,0.204746,1.776089,-0.822245,1.574296
29 Feb 2024 15:34:00.000,-3618.297878,29525.119003,32197.750582,-0.853153,-1.552067,0.195622,1.781867,-0.831283,1.576077
29 Feb 2024 15:35:00.000,-3669.399901,29431.755878,32209.212593,-0.852120,-1.560449,0.186463,1.787702,-0.840337,1.577882
29 Feb 2024 15:36:00.000,-3720.439541,29337.889869,32220.124059,-0.851068,-1.568834,0.177269,1.793594,-0.849408,1.579711
29 Feb 2024 15:37:00.000,-3771.415706,29243.520833,32230.482878,-0.849998,-1.577221,0.168040,1.799544,-0.858496,1.581564
29 Feb 2024 15:38:00.000,-3822.327296,29148.648624,32240.286923,-0.848910,-1.585610,0.158776,1.805552,-0.867602,1.583441
29 Feb 2024 15:39:00.000,-3873.173201,29053.273084,32249.534049,-0.847803,-1.594002,0.149475,1.811617,-0.876726,1.585342
29 Feb 2024 15:40:00.000,-3923.952305,28957.394052,32258.222085,-0.846677,-1.602397,0.140138,1.817740,-0.885867,1.587268
29 Feb 2024 15:41:00.000,-3974.663479,28861.011357,32266.348842,-0.845533,-1.610795,0.130765,1.823921,-0.895026,1.589218
29 Feb 2024 15:42:00.000,-4025.305589,28764.124822,32273.912104,-0.844369,-1.619196,0.121354,1.830159,-0.904204,1.591194
29 Feb 2024 15:43:00.000,-4075.877489,28666.734264,32280.909637,-0.843186,-1.627600,0.111906,1.836455,-0.913400,1.593194
29 Feb 2024 15:44:00.000,-4126.378025,28568.839492,32287.339179,-0.841984,-1.636007,0.102420,1.842810,-0.922615,1.595221
29 Feb 2024 15:45:00.000,-4176.806032,28470.440308,32293.198447,-0.840763,-1.644418,0.092895,1.849222,-0.931849,1.597272
29 Feb 2024 15:46:00.000,-4227.160338,28371.536506,32298.485135,-0.839521,-1.652832,0.083332,1.855692,-0.941103,1.599350
29 Feb 2024 15:47:00.000,-4277.439757,28272.127875,32303.196911,-0.838260,-1.661250,0.073730,1.862221,-0.950376,1.601453
29 Feb 2024 15:48:00.000,-4327.643095,28172.214196,32307.331419,-0.836979,-1.669671,0.064089,1.868808,-0.959669,1.603583
29 Feb 2024 15:49:00.000,-4377.769150,28071.795241,32310.886279,-0.835678,-1.678096,0.054408,1.875453,-0.968982,1.605739
29 Feb 2024 15:50:00.000,-4427.816705,27970.870779,32313.859086,-0.834356,-1.686525,0.044686,1.882157,-0.978315,1.607923
29 Feb 2024 15:51:00.000,-4477.784535,27869.440570,32316.247408,-0.833014,-1.694959,0.034923,1.888920,-0.987669,1.610133
29 Feb 2024 15:52:00.000,-4527.671405,27767.504365,32318.048789,-0.831651,-1.703396,0.025120,1.895741,-0.997044,1.612370
29 Feb 2024 15:53:00.000,-4577.476065,27665.061912,32319.260746,-0.830267,-1.711838,0.015275,1.902621,-1.006440,1.614635
29 Feb 2024 15:54:00.000,-4627.197258,27562.112948,32319.880769,-0.828863,-1.720284,0.005387,1.909560,-1.015857,1.616927
29 Feb 2024 15:55:00.000,-4676.833714,27458.657206,32319.906322,-0.827436,-1.728734,-0.004542,1.916558,-1.025296,1.619247
29 Feb 2024 15:56:00.000,-4726.384149,27354.694412,32319.334842,-0.825989,-1.737190,-0.014515,1.923615,-1.034757,1.621596
29 Feb 2024 15:57:00.000,-4775.847270,27250.224282,32318.163737,-0.824519,-1.745650,-0.024531,1.930732,-1.044240,1.623973
29 Feb 2024 15:58:00.000,-4825.221772,27145.246529,32316.390388,-0.823028,-1.754114,-0.034591,1.937908,-1.053745,1.626379
29 Feb 2024 15:59:00.000,-4874.506334,27039.760856,32314.012148,-0.821515,-1.762584,-0.044695,1.945145,-1.063274,1.628815
29 Feb 2024 16:00:00.000,-4923.699628,26933.766962,32311.026339,-0.819979,-1.771059,-0.054845,1.952441,-1.072825,1.631279
29 Feb 2024 16:01:00.000,-4972.800307,26827.264536,32307.430258,-0.818421,-1.779539,-0.065039,1.959797,-1.082400,1.633773
29 Feb 2024 16:02:00.000,-5021.807016,26720.253261,32303.221168,-0.816840,-1.788025,-0.075280,1.967213,-1.091998,1.636297
29 Feb 2024 16:03:00.000,-5070.718384,26612.732816,32298.396304,-0.815237,-1.796516,-0.085566,1.974690,-1.101620,1.638851
29 Feb 2024 16:04:00.000,-5119.533027,26504.702869,32292.952871,-0.813609,-1.805012,-0.095900,1.982228,-1.111267,1.641436
29 Feb 2024 16:05:00.000,-5168.249548,26396.163084,32286.888041,-0.811959,-1.813514,-0.106281,1.989826,-1.120938,1.644051
29 Feb 2024 16:06:00.000,-5216.866534,26287.113117,32280.198957,-0.810285,-1.822022,-0.116710,1.997485,-1.130634,1.646698
29 Feb 2024 16:07:00.000,-5265.382559,26177.552617,32272.882729,-0.808587,-1.830536,-0.127187,2.005206,-1.140355,1.649376
29 Feb 2024 16:08:00.000,-5313.796184,26067.481227,32264.936435,-0.806865,-1.839056,-0.137713,2.012988,-1.150101,1.652086
29 Feb 2024 16:09:00.000,-5362.105952,25956.898584,32256.357120,-0.805118,-1.847582,-0.148289,2.020832,-1.159873,1.654829
29 Feb 2024 16:10:00.000,-5410.310392,25845.804315,32247.141795,-0.803347,-1.856114,-0.158915,2.028738,-1.169671,1.657603
29 Feb 2024 16:11:00.000,-5458.408019,25734.198044,32237.287439,-0.801551,-1.864653,-0.169592,2.036707,-1.179496,1.660411
29 Feb 2024 16:12:00.000,-5506.397331,25622.079387,32226.790996,-0.799729,-1.873197,-0.180319,2.044737,-1.189347,1.663251
29 Feb 2024 16:13:00.000,-5554.276809,25509.447952,32215.649375,-0.797883,-1.881749,-0.191099,2.052831,-1.199226,1.666125
29 Feb 2024 16:14:00.000,-5602.044920,25396.303343,32203.859449,-0.796010,-1.890307,-0.201931,2.060988,-1.209131,1.669033
29 Feb 2024 16:15:00.000,-5649.700113,25282.645154,32191.418057,-0.794111,-1.898872,-0.212816,2.069207,-1.219065,1.671975
29 Feb 2024 16:16:00.000,-5697.240820,25168.472975,32178.322001,-0.792187,-1.907444,-0.223755,2.077491,-1.229026,1.674952
29 Feb 2024 16:17:00.000,-5744.665457,25053.786389,32164.568044,-0.790235,-1.916023,-0.234747,2.085839,-1.239016,1.677964
29 Feb 2024 16:18:00.000,-5791.972420,24938.584973,32150.152915,-0.788257,-1.924609,-0.245795,2.094250,-1.249034,1.681011
29 Feb 2024 16:19:00.000,-5839.160089,24822.868295,32135.073302,-0.786252,-1.933202,-0.256898,2.102727,-1.259082,1.684094
29 Feb 2024 16:20:00.000,-5886.226827,24706.635918,32119.325856,-0.784219,-1.941803,-0.268058,2.111268,-1.269159,1.687213
29 Feb 2024 16:21:00.000,-5933.170974,24589.887401,32102.907189,-0.782158,-1.950411,-0.279274,2.119875,-1.279265,1.690369
29 Feb 2024 16:22:00.000,-5979.990856,24472.622293,32085.813872,-0.780069,-1.959027,-0.290548,2.128547,-1.289402,1.693562
29 Feb 2024 16:23:00.000,-6026.684776,24354.840138,32068.042435,-0.777952,-1.967650,-0.301879,2.137285,-1.299570,1.696793
29 Feb 2024 16:24:00.000,-6073.251019,24236.540474,32049.589370,-0.775806,-1.976281,-0.313270,2.146089,-1.309768,1.700061
29 Feb 2024 16:25:00.000,-6119.687851,24117.722833,32030.451124,-0.773631,-1.984920,-0.324720,2.154960,-1.319997,1.703367
29 Feb 2024 16:26:00.000,-6165.993514,23998.386739,32010.624102,-0.771426,-1.993566,-0.336231,2.163898,-1.330258,1.706713
29 Feb 2024 16:27:00.000,-6212.166233,23878.531712,31990.104668,-0.769192,-2.002221,-0.347802,2.172904,-1.340552,1.710098
29 Feb 2024 16:28:00.000,-6258.204210,23758.157265,31968.889139,-0.766927,-2.010884,-0.359435,2.181978,-1.350877,1.713522
29 Feb 2024 16:29:00.000,-6304.105624,23637.262905,31946.973791,-0.764632,-2.019556,-0.371131,2.191120,-1.361235,1.716987
29 Feb 2024 16:30:00.000,-6349.868635,23515.848133,31924.354853,-0.762306,-2.028235,-0.382890,2.200330,-1.371627,1.720492
29 Feb 2024 16:31:00.000,-6395.491377,23393.912444,31901.028507,-0.759949,-2.036923,-0.394713,2.209610,-1.382052,1.724039
