"Time (UTCG)","x (km)","y (km)","z (km)","vx (km/sec)","vy (km/sec)","vz (km/sec)","speed (km/sec)","vr (km/sec)","vi (km/sec)"
28 Feb 2024 20:00:00.000,6428.026275,-34.604591,-15.034132,0.042390,7.874446,-0.000400,7.874561,-0.000000,7.874561
28 Feb 2024 20:00:30.000,6424.933435,202.359984,-15.035963,-0.247894,7.870658,0.000279,7.874561,0.000000,7.874561
28 Feb 2024 20:01:00.000,6413.108083,439.049520,-15.017357,-0.537841,7.856171,0.000958,7.874561,0.000000,7.874561
28 Feb 2024 20:01:30.000,6392.566292,675.142317,-14.978340,-0.827058,7.831007,0.001635,7.874561,0.000000,7.874561
28 Feb 2024 20:02:00.000,6363.335979,910.317488,-14.918966,-1.115150,7.795200,0.002310,7.874561,0.000000,7.874561
28 Feb 2024 20:02:30.000,6325.456876,1144.255392,-14.839314,-1.401726,7.748797,0.002982,7.874561,0.000000,7.874561
28 Feb 2024 20:03:00.000,6278.980464,1376.638069,-14.739493,-1.686398,7.691863,0.003650,7.874561,0.000000,7.874561
28 Feb 2024 20:03:30.000,6223.969913,1607.149675,-14.619639,-1.968777,7.624474,0.004313,7.874561,0.000000,7.874561
28 Feb 2024 20:04:00.000,6160.499991,1835.476908,-14.479915,-2.248480,7.546722,0.004971,7.874561,0.000000,7.874561
28 Feb 2024 20:04:30.000,6088.656965,2061.309434,-14.320509,-2.525128,7.458713,0.005621,7.874561,0.000000,7.874561
28 Feb 2024 20:05:00.000,6008.538479,2284.340310,-14.141641,-2.798343,7.360567,0.006264,7.874561,0.000000,7.874561
28 Feb 2024 20:05:30.000,5920.253428,2504.266403,-13.943551,-3.067755,7.252416,0.006898,7.874561,0.000000,7.874561
28 Feb 2024 20:06:00.000,5823.921805,2720.788797,-13.726510,-3.332997,7.134408,0.007523,7.874561,0.000000,7.874561
28 Feb 2024 20:06:30.000,5719.674542,2933.613204,-13.490812,-3.593709,7.006703,0.008138,7.874561,0.000000,7.874561
28 Feb 2024 20:07:00.000,5607.653325,3142.450360,-13.236778,-3.849537,6.869475,0.008741,7.874561,0.000000,7.874561
28 Feb 2024 20:07:30.000,5488.010410,3347.016425,-12.964753,-4.100133,6.722911,0.009333,7.874561,0.000000,7.874561
28 Feb 2024 20:08:00.000,5360.908411,3547.033358,-12.675107,-4.345156,6.567208,0.009912,7.874561,0.000000,7.874561
28 Feb 2024 20:08:30.000,5226.520080,3742.229305,-12.368234,-4.584273,6.402580,0.010478,7.874561,0.000000,7.874561
28 Feb 2024 20:09:00.000,5085.028071,3932.338965,-12.044550,-4.817159,6.229250,0.011029,7.874561,0.000000,7.874561
28 Feb 2024 20:09:30.000,4936.624697,4117.103946,-11.704495,-5.043498,6.047453,0.011566,7.874561,0.000000,7.874561
28 Feb 2024 20:10:00.000,4781.511659,4296.273124,-11.348533,-5.262983,5.857437,0.012086,7.874561,0.000000,7.874561
28 Feb 2024 20:10:30.000,4619.899782,4469.602980,-10.977146,-5.475314,5.659460,0.012591,7.874561,0.000000,7.874561
28 Feb 2024 20:11:00.000,4452.008722,4636.857930,-10.590839,-5.680203,5.453790,0.013078,7.874561,0.000000,7.874561
28 Feb 2024 20:11:30.000,4278.066670,4797.810649,-10.190137,-5.877372,5.240708,0.013547,7.874561,0.000000,7.874561
28 Feb 2024 20:12:00.000,4098.310040,4952.242375,-9.775586,-6.066552,5.020503,0.013998,7.874561,0.000000,7.874561
28 Feb 2024 20:12:30.000,3912.983152,5099.943212,-9.347748,-6.247487,4.793474,0.014430,7.874561,0.000000,7.874561
28 Feb 2024 20:13:00.000,3722.337894,5240.712409,-8.907205,-6.419931,4.559931,0.014842,7.874561,0.000000,7.874561
28 Feb 2024 20:13:30.000,3526.633383,5374.358640,-8.454555,-6.583649,4.320189,0.015234,7.874561,0.000000,7.874561
28 Feb 2024 20:14:00.000,3326.135613,5500.700258,-7.990415,-6.738419,4.074576,0.015606,7.874561,0.000000,7.874561
28 Feb 2024 20:14:30.000,3121.117092,5619.565544,-7.515414,-6.884030,3.823425,0.015956,7.874561,0.000000,7.874561
28 Feb 2024 20:15:00.000,2911.856474,5730.792942,-7.030198,-7.020285,3.567077,0.016284,7.874561,0.000000,7.874561
28 Feb 2024 20:15:30.000,2698.638177,5834.231275,-6.535428,-7.146998,3.305880,0.016591,7.874561,0.000000,7.874561
28 Feb 2024 20:16:00.000,2481.751999,5929.739954,-6.031774,-7.263997,3.040191,0.016875,7.874561,0.000000,7.874561
28 Feb 2024 20:16:30.000,2261.492723,6017.189168,-5.519923,-7.371124,2.770369,0.017135,7.874561,0.000000,7.874561
28 Feb 2024 20:17:00.000,2038.159717,6096.460059,-5.000569,-7.468231,2.496783,0.017373,7.874561,0.000000,7.874561
28 Feb 2024 20:17:30.000,1812.056525,6167.444886,-4.474419,-7.555188,2.219802,0.017587,7.874561,0.000000,7.874561
28 Feb 2024 20:18:00.000,1583.490459,6230.047168,-3.942187,-7.631877,1.939805,0.017777,7.874561,0.000000,7.874561
28 Feb 2024 20:18:30.000,1352.772176,6284.181819,-3.404597,-7.698192,1.657171,0.017943,7.874561,0.000000,7.874561
28 Feb 2024 20:19:00.000,1120.215259,6329.775262,-2.862379,-7.754045,1.372284,0.018085,7.874561,0.000000,7.874561
28 Feb 2024 20:19:30.000,886.135790,6366.765528,-2.316271,-7.799358,1.085533,0.018202,7.874561,0.000000,7.874561
28 Feb 2024 20:20:00.000,650.851921,6395.102340,-1.767015,-7.834071,0.797306,0.018294,7.874561,0.000000,7.874561
28 Feb 2024 20:20:30.000,414.683440,6414.747186,-1.215358,-7.858136,0.507995,0.018361,7.874561,0.000000,7.874561
28 Feb 2024 20:21:00.000,177.951338,6425.673363,-0.662048,-7.871521,0.217994,0.018404,7.874561,0.000000,7.874561
28 Feb 2024 20:21:30.000,-59.022628,6427.866023,-0.107839,-7.874207,-0.072303,0.018421,7.874561,0.000000,7.874561
28 Feb 2024 20:22:00.000,-295.916373,6421.322184,0.446517,-7.866191,-0.362502,0.018413,7.874561,0.000000,7.874561
28 Feb 2024 20:22:30.000,-532.407921,6406.050741,1.000266,-7.847483,-0.652208,0.018381,7.874561,0.000000,7.874561
28 Feb 2024 20:23:00.000,-768.175841,6382.072450,1.552656,-7.818109,-0.941028,0.018323,7.874561,0.000000,7.874561
28 Feb 2024 20:23:30.000,-1002.899687,6349.419902,2.102935,-7.778110,-1.228569,0.018240,7.874561,0.000000,7.874561
28 Feb 2024 20:24:00.000,-1236.260432,6308.137476,2.650356,-7.727538,-1.514440,0.018133,7.874561,0.000000,7.874561
28 Feb 2024 20:24:30.000,-1467.940901,6258.281282,3.194175,-7.666464,-1.798253,0.018001,7.874561,0.000000,7.874561
28 Feb 2024 20:25:00.000,-1697.626204,6199.919082,3.733652,-7.594969,-2.079622,0.017845,7.874561,-0.000000,7.874561
28 Feb 2024 20:25:30.000,-1925.004161,6133.130200,4.268055,-7.513152,-2.358164,0.017664,7.874561,-0.000000,7.874561
28 Feb 2024 20:26:00.000,-2149.765729,6058.005414,4.796657,-7.421123,-2.633501,0.017459,7.874561,-0.000000,7.874561
28 Feb 2024 20:26:30.000,-2371.605422,5974.646828,5.318739,-7.319008,-2.905258,0.017231,7.874561,-0.000000,7.874561
28 Feb 2024 20:27:00.000,-2590.221724,5883.167742,5.833592,-7.206945,-3.173067,0.016979,7.874561,-0.000000,7.874561
28 Feb 2024 20:27:30.000,-2805.317500,5783.692490,6.340517,-7.085087,-3.436563,0.016704,7.874561,-0.000000,7.874561
28 Feb 2024 20:28:00.000,-3016.600400,5676.356274,6.838823,-6.953599,-3.695388,0.016406,7.874561,-0.000000,7.874561
28 Feb 2024 20:28:30.000,-3223.783258,5561.304981,7.327835,-6.812660,-3.949191,0.016086,7.874561,-0.000000,7.874561
28 Feb 2024 20:29:00.000,-3426.584479,5438.694986,7.806887,-6.662461,-4.197626,0.015744,7.874561,-0.000000,7.874561
28 Feb 2024 20:29:30.000,-3624.728424,5308.692934,8.275328,-6.503207,-4.440356,0.015381,7.874561,-0.000000,7.874561
28 Feb 2024 20:30:00.000,-3817.945782,5171.475519,8.732522,-6.335114,-4.677051,0.014997,7.874561,-0.000000,7.874561
28 Feb 2024 20:30:30.000,-4005.973941,5027.229241,9.177847,-6.158411,-4.907389,0.014593,7.874561,-0.000000,7.874561
28 Feb 2024 20:31:00.000,-4188.557341,4876.150154,9.610697,-5.973337,-5.131057,0.014168,7.874561,-0.000000,7.874561
28 Feb 2024 20:31:30.000,-4365.447821,4718.443599,10.030486,-5.780145,-5.347751,0.013725,7.874561,-0.000000,7.874561
28 Feb 2024 20:32:00.000,-4536.404959,4554.323925,10.436641,-5.579097,-5.557176,0.013262,7.874561,-0.000000,7.874561
28 Feb 2024 20:32:30.000,-4701.196397,4384.014195,10.828611,-5.370465,-5.759049,0.012782,7.874561,-0.000000,7.874561
28 Feb 2024 20:33:00.000,-4859.598157,4207.745889,11.205863,-5.154535,-5.953094,0.012284,7.874561,-0.000000,7.874561
28 Feb 2024 20:33:30.000,-5011.394946,4025.758583,11.567885,-4.931598,-6.139047,0.011770,7.874561,-0.000000,7.874561
28 Feb 2024 20:34:00.000,-5156.380447,3838.299627,11.914184,-4.701959,-6.316657,0.011240,7.874561,-0.000000,7.874561
28 Feb 2024 20:34:30.000,-5294.357602,3645.623808,12.244289,-4.465929,-6.485682,0.010694,7.874561,-0.000000,7.874561
28 Feb 2024 20:35:00.000,-5425.138878,3447.993002,12.557753,-4.223829,-6.645891,0.010134,7.874561,-0.000000,7.874561
28 Feb 2024 20:35:30.000,-5548.546523,3245.675823,12.854149,-3.975988,-6.797068,0.009560,7.874561,-0.000000,7.874561
28 Feb 2024 20:36:00.000,-5664.412805,3038.947251,13.133074,-3.722743,-6.939006,0.008973,7.874561,-0.000000,7.874561
28 Feb 2024 20:36:30.000,-5772.580243,2828.088263,13.394149,-3.464439,-7.071513,0.008374,7.874561,-0.000000,7.874561
28 Feb 2024 20:37:00.000,-5872.901822,2613.385451,13.637019,-3.201425,-7.194409,0.007764,7.874561,-0.000000,7.874561
28 Feb 2024 20:37:30.000,-5965.241187,2395.130630,13.861355,-2.934061,-7.307526,0.007142,7.874561,-0.000000,7.874561
28 Feb 2024 20:38:00.000,-6049.472835,2173.620443,14.066850,-2.662708,-7.410711,0.006512,7.874561,-0.000000,7.874561
28 Feb 2024 20:38:30.000,-6125.482282,1949.155958,14.253227,-2.387737,-7.503824,0.005872,7.874561,-0.000000,7.874561
28 Feb 2024 20:39:00.000,-6193.166218,1722.042258,14.420231,-2.109520,-7.586738,0.005224,7.874561,-0.000000,7.874561
28 Feb 2024 20:39:30.000,-6252.432651,1492.588028,14.567636,-1.828436,-7.659341,0.004570,7.874561,-0.000000,7.874561
28 Feb 2024 20:40:00.000,-6303.201027,1261.105132,14.695240,-1.544867,-7.721533,0.003909,7.874561,-0.000000,7.874561
28 Feb 2024 20:40:30.000,-6345.402345,1027.908191,14.802872,-1.259198,-7.773231,0.003243,7.874561,-0.000000,7.874561
28 Feb 2024 20:41:00.000,-6378.979245,793.314160,14.890384,-0.971818,-7.814363,0.002572,7.874561,-0.000000,7.874561
28 Feb 2024 20:41:30.000,-6403.886092,557.641887,14.957658,-0.683117,-7.844874,0.001898,7.874561,-0.000000,7.874561
28 Feb 2024 20:42:00.000,-6420.089034,321.211690,15.004602,-0.393487,-7.864723,0.001221,7.874561,-0.000000,7.874561
28 Feb 2024 20:42:30.000,-6427.566047,84.344915,15.031153,-0.103323,-7.873883,0.000543,7.874561,-0.000000,7.874561
28 Feb 2024 20:43:00.000,-6426.306970,-152.636499,15.037273,0.186982,-7.872340,-0.000136,7.874561,0.000000,7.874561
28 Feb 2024 20:43:30.000,-6416.313513,-389.410455,15.022956,0.477033,-7.860098,-0.000815,7.874561,0.000000,7.874561
28 Feb 2024 20:44:00.000,-6397.599260,-625.655140,14.988220,0.766435,-7.837173,-0.001493,7.874561,0.000000,7.874561
28 Feb 2024 20:44:30.000,-6370.189646,-861.049459,14.933112,1.054796,-7.803596,-0.002169,7.874561,0.000000,7.874561
28 Feb 2024 20:45:00.000,-6334.121924,-1095.273475,14.857708,1.341723,-7.759412,-0.002842,7.874561,0.000000,7.874561
28 Feb 2024 20:45:30.000,-6289.445118,-1328.008839,14.762110,1.626826,-7.704682,-0.003510,7.874561,0.000000,7.874561
28 Feb 2024 20:46:00.000,-6236.219950,-1558.939226,14.646448,1.909718,-7.639480,-0.004175,7.874561,0.000000,7.874561
28 Feb 2024 20:46:30.000,-6174.518761,-1787.750765,14.510879,2.190015,-7.563895,-0.004833,7.874561,0.000000,7.874561
28 Feb 2024 20:47:00.000,-6104.425413,-2014.132465,14.355588,2.467335,-7.478030,-0.005485,7.874561,0.000000,7.874561
28 Feb 2024 20:47:30.000,-6026.035174,-2237.776637,14.180785,2.741302,-7.382000,-0.006130,7.874561,0.000000,7.874561
28 Feb 2024 20:48:00.000,-5939.454589,-2458.379312,13.986708,3.011543,-7.275938,-0.006766,7.874561,0.000000,7.874561
28 Feb 2024 20:48:30.000,-5844.801336,-2675.640657,13.773621,3.277690,-7.159986,-0.007393,7.874561,0.000000,7.874561
28 Feb 2024 20:49:00.000,-5742.204062,-2889.265378,13.541813,3.539383,-7.034302,-0.008010,7.874561,0.000000,7.874561
28 Feb 2024 20:49:30.000,-5631.802214,-3098.963124,13.291600,3.796265,-6.899058,-0.008616,7.874561,0.000000,7.874561
28 Feb 2024 20:50:00.000,-5513.745846,-3304.448885,13.023321,4.047987,-6.754437,-0.009210,7.874561,0.000000,7.874561
28 Feb 2024 20:50:30.000,-5388.195415,-3505.443370,12.737342,4.294208,-6.600636,-0.009792,7.874561,0.000000,7.874561
28 Feb 2024 20:51:00.000,-5255.321565,-3701.673397,12.434050,4.534591,-6.437863,-0.010360,7.874561,0.000000,7.874561
28 Feb 2024 20:51:30.000,-5115.304891,-3892.872258,12.113859,4.768812,-6.266340,-0.010915,7.874561,0.000000,7.874561
28 Feb 2024 20:52:00.000,-4968.335700,-4078.780082,11.777203,4.996551,-6.086300,-0.011454,7.874561,0.000000,7.874561
28 Feb 2024 20:52:30.000,-4814.613746,-4259.144192,11.424540,5.217499,-5.897988,-0.011978,7.874561,0.000000,7.874561
28 Feb 2024 20:53:00.000,-4654.347961,-4433.719443,11.056349,5.431356,-5.701659,-0.012486,7.874561,0.000000,7.874561
28 Feb 2024 20:53:30.000,-4487.756173,-4602.268561,10.673131,5.637830,-5.497582,-0.012977,7.874561,0.000000,7.874561
28 Feb 2024 20:54:00.000,-4315.064807,-4764.562459,10.275406,5.836642,-5.286032,-0.013450,7.874561,0.000000,7.874561
28 Feb 2024 20:54:30.000,-4136.508576,-4920.380554,9.863715,6.027521,-5.067297,-0.013905,7.874561,0.000000,7.874561
28 Feb 2024 20:55:00.000,-3952.330169,-5069.511065,9.438618,6.210208,-4.841675,-0.014341,7.874561,0.000000,7.874561
28 Feb 2024 20:55:30.000,-3762.779913,-5211.751299,9.000693,6.384453,-4.609473,-0.014757,7.874561,0.000000,7.874561
28 Feb 2024 20:56:00.000,-3568.115437,-5346.907930,8.550534,6.550022,-4.371005,-0.015154,7.874561,0.000000,7.874561
28 Feb 2024 20:56:30.000,-3368.601321,-5474.797257,8.088753,6.706688,-4.126597,-0.015529,7.874561,0.000000,7.874561
28 Feb 2024 20:57:00.000,-3164.508737,-5595.245458,7.615979,6.854238,-3.876580,-0.015884,7.874561,0.000000,7.874561
28 Feb 2024 20:57:30.000,-2956.115080,-5708.088826,7.132853,6.992472,-3.621294,-0.016217,7.874561,0.000000,7.874561
28 Feb 2024 20:58:00.000,-2743.703589,-5813.173988,6.640032,7.121203,-3.361086,-0.016528,7.874561,0.000000,7.874561
28 Feb 2024 20:58:30.000,-2527.562965,-5910.358117,6.138187,7.240254,-3.096310,-0.016817,7.874561,0.000000,7.874561
28 Feb 2024 20:59:00.000,-2307.986980,-5999.509123,5.627999,7.349465,-2.827326,-0.017083,7.874561,0.000000,7.874561
28 Feb 2024 20:59:30.000,-2085.274071,-6080.505836,5.110161,7.448687,-2.554498,-0.017325,7.874561,0.000000,7.874561
28 Feb 2024 21:00:00.000,-1859.726940,-6153.238170,4.585378,7.537785,-2.278199,-0.017544,7.874561,0.000000,7.874561
28 Feb 2024 21:00:30.000,-1631.652144,-6217.607268,4.054363,7.616638,-1.998804,-0.017739,7.874561,-0.000000,7.874561
28 Feb 2024 21:01:00.000,-1401.359671,-6273.525643,3.517837,7.685139,-1.716691,-0.017910,7.874561,-0.000000,7.874561
28 Feb 2024 21:01:30.000,-1169.162526,-6320.917293,2.976530,7.743194,-1.432246,-0.018057,7.874561,-0.000000,7.874561
28 Feb 2024 21:02:00.000,-935.376302,-6359.717805,2.431178,7.790725,-1.145853,-0.018179,7.874561,-0.000000,7.874561
28 Feb 2024 21:02:30.000,-700.318752,-6389.874443,1.882521,7.827667,-0.857904,-0.018276,7.874561,-0.000000,7.874561
28 Feb 2024 21:03:00.000,-464.309356,-6411.346219,1.331305,7.853970,-0.568788,-0.018349,7.874561,-0.000000,7.874561
28 Feb 2024 21:03:30.000,-227.668891,-6424.103950,0.778280,7.869598,-0.278899,-0.018397,7.874561,-0.000000,7.874561
28 Feb 2024 21:04:00.000,9.281014,-6428.130296,0.224197,7.874531,0.011369,-0.018419,7.874561,-0.000000,7.874561
28 Feb 2024 21:04:30.000,246.218304,-6423.419785,-0.330191,7.868760,0.301621,-0.018417,7.874561,-0.000000,7.874561
28 Feb 2024 21:05:00.000,482.820944,-6409.978818,-0.884130,7.852295,0.591464,-0.018390,7.874561,-0.000000,7.874561
28 Feb 2024 21:05:30.000,718.767353,-6387.825664,-1.436867,7.825157,0.880502,-0.018337,7.874561,-0.000000,7.874561
28 Feb 2024 21:06:00.000,953.736842,-6356.990434,-1.987651,7.787384,1.168344,-0.018260,7.874561,-0.000000,7.874561
28 Feb 2024 21:06:30.000,1187.410050,-6317.515036,-2.535734,7.739026,1.454598,-0.018158,7.874561,-0.000000,7.874561
28 Feb 2024 21:07:00.000,1419.469378,-6269.453125,-3.080370,7.680149,1.738875,-0.018031,7.874561,-0.000000,7.874561
28 Feb 2024 21:07:30.000,1649.599420,-6212.870024,-3.620820,7.610834,2.020788,-0.017879,7.874561,-0.000000,7.874561
28 Feb 2024 21:08:00.000,1877.487393,-6147.842638,-4.156348,7.531175,2.299955,-0.017704,7.874561,-0.000000,7.874561
28 Feb 2024 21:08:30.000,2102.823559,-6074.459351,-4.686227,7.441280,2.575996,-0.017504,7.874561,-0.000000,7.874561
28 Feb 2024 21:09:00.000,2325.301652,-5992.819902,-5.209737,7.341270,2.848535,-0.017281,7.874561,-0.000000,7.874561
28 Feb 2024 21:09:30.000,2544.619289,-5903.035251,-5.726166,7.231283,3.117203,-0.017034,7.874561,-0.000000,7.874561
28 Feb 2024 21:10:00.000,2760.478380,-5805.227432,-6.234812,7.111468,3.381634,-0.016763,7.874561,-0.000000,7.874561
28 Feb 2024 21:10:30.000,2972.585540,-5699.529379,-6.734984,6.981986,3.641469,-0.016470,7.874561,-0.000000,7.874561
28 Feb 2024 21:11:00.000,3180.652480,-5586.084754,-7.226002,6.843015,3.896355,-0.016155,7.874561,-0.000000,7.874561
28 Feb 2024 21:11:30.000,3384.396404,-5465.047746,-7.707199,6.694744,4.145945,-0.015818,7.874561,-0.000000,7.874561
28 Feb 2024 21:12:00.000,3583.540393,-5336.582864,-8.177921,6.537373,4.389900,-0.015459,7.874561,-0.000000,7.874561
28 Feb 2024 21:12:30.000,3777.813777,-5200.864712,-8.637527,6.371116,4.627888,-0.015079,7.874561,-0.000000,7.874561
28 Feb 2024 21:13:00.000,3966.952507,-5058.077753,-9.085394,6.196201,4.859587,-0.014679,7.874561,-0.000000,7.874561
28 Feb 2024 21:13:30.000,4150.699514,-4908.416057,-9.520912,6.012864,5.084680,-0.014259,7.874561,-0.000000,7.874561
28 Feb 2024 21:14:00.000,4328.805057,-4752.083038,-9.943490,5.821354,5.302863,-0.013819,7.874561,-0.000000,7.874561
28 Feb 2024 21:14:30.000,4501.027061,-4589.291178,-10.352552,5.621932,5.513838,-0.013361,7.874561,-0.000000,7.874561
28 Feb 2024 21:15:00.000,4667.131449,-4420.261737,-10.747545,5.414869,5.717318,-0.012884,7.874561,-0.000000,7.874561
28 Feb 2024 21:15:30.000,4826.892458,-4245.224453,-11.127929,5.200446,5.913029,-0.012390,7.874561,-0.000000,7.874561
28 Feb 2024 21:16:00.000,4980.092949,-4064.417230,-11.493189,4.978956,6.100702,-0.011879,7.874561,-0.000000,7.874561
28 Feb 2024 21:16:30.000,5126.524696,-3878.085813,-11.842828,4.750697,6.280083,-0.011352,7.874561,-0.000000,7.874561
28 Feb 2024 21:17:00.000,5265.988677,-3686.483458,-12.176370,4.515982,6.450929,-0.010810,7.874561,-0.000000,7.874561
28 Feb 2024 21:17:30.000,5398.295336,-3489.870581,-12.493363,4.275130,6.613007,-0.010253,7.874561,-0.000000,7.874561
28 Feb 2024 21:18:00.000,5523.264848,-3288.514413,-12.793375,4.028466,6.766097,-0.009682,7.874561,-0.000000,7.874561
28 Feb 2024 21:18:30.000,5640.727359,-3082.688627,-13.075999,3.776327,6.909991,-0.009097,7.874561,-0.000000,7.874561
28 Feb 2024 21:19:00.000,5750.523220,-2872.672974,-13.340851,3.519056,7.044493,-0.008501,7.874561,-0.000000,7.874561
28 Feb 2024 21:19:30.000,5852.503199,-2658.752898,-13.587571,3.257001,7.169420,-0.007893,7.874561,-0.000000,7.874561
28 Feb 2024 21:20:00.000,5946.528690,-2441.219153,-13.815822,2.990520,7.284603,-0.007274,7.874561,-0.000000,7.874561
28 Feb 2024 21:20:30.000,6032.471897,-2220.367399,-14.025296,2.719974,7.389885,-0.006645,7.874561,-0.000000,7.874561
28 Feb 2024 21:21:00.000,6110.216010,-1996.497812,-14.215707,2.445731,7.485123,-0.006007,7.874561,-0.000000,7.874561
28 Feb 2024 21:21:30.000,6179.655362,-1769.914664,-14.386797,2.168164,7.570187,-0.005361,7.874561,-0.000000,7.874561
28 Feb 2024 21:22:00.000,6240.695573,-1540.925919,-14.538333,1.887651,7.644963,-0.004708,7.874561,-0.000000,7.874561
28 Feb 2024 21:22:30.000,6293.253681,-1309.842809,-14.670109,1.604571,7.709347,-0.004048,7.874561,-0.000000,7.874561
28 Feb 2024 21:23:00.000,6337.258250,-1076.979414,-14.781946,1.319311,7.763254,-0.003383,7.874561,-0.000000,7.874561
28 Feb 2024 21:23:30.000,6372.649471,-842.652231,-14.873691,1.032258,7.806609,-0.002713,7.874561,-0.000000,7.874561
28 Feb 2024 21:24:00.000,6399.379242,-607.179748,-14.945221,0.743801,7.839353,-0.002040,7.874561,-0.000000,7.874561
28 Feb 2024 21:24:30.000,6417.411233,-370.882012,-14.996439,0.454334,7.861443,-0.001363,7.874561,-0.000000,7.874561
28 Feb 2024 21:25:00.000,6426.720935,-134.080187,-15.027273,0.164249,7.872847,-0.000685,7.874561,-0.000000,7.874561
28 Feb 2024 21:25:30.000,6427.295695,102.903874,-15.037683,-0.126059,7.873551,-0.000006,7.874561,0.000000,7.874561
28 Feb 2024 21:26:00.000,6419.134732,339.748072,-15.027655,-0.416196,7.863554,0.000673,7.874561,0.000000,7.874561
28 Feb 2024 21:26:30.000,6402.249138,576.130498,-14.997201,-0.705767,7.842869,0.001351,7.874561,0.000000,7.874561
28 Feb 2024 21:27:00.000,6376.661863,811.729871,-14.946364,-0.994379,7.811524,0.002027,7.874561,0.000000,7.874561
28 Feb 2024 21:27:30.000,6342.407684,1046.225973,-14.875213,-1.281639,7.769562,0.002701,7.874561,0.000000,7.874561
28 Feb 2024 21:28:00.000,6299.533159,1279.300087,-14.783843,-1.567157,7.717040,0.003370,7.874561,0.000000,7.874561
28 Feb 2024 21:28:30.000,6248.096560,1510.635427,-14.672380,-1.850546,7.654029,0.004036,7.874561,0.000000,7.874561
28 Feb 2024 21:29:00.000,6188.167798,1739.917571,-14.540975,-2.131419,7.580616,0.004695,7.874561,0.000000,7.874561
28 Feb 2024 21:29:30.000,6119.828326,1966.834890,-14.389807,-2.409395,7.496899,0.005349,7.874561,0.000000,7.874561
28 Feb 2024 21:30:00.000,6043.171028,2191.078965,-14.219080,-2.684097,7.402992,0.005995,7.874561,0.000000,7.874561
28 Feb 2024 21:30:30.000,5958.300094,2412.345013,-14.029027,-2.955150,7.299024,0.006633,7.874561,0.000000,7.874561
28 Feb 2024 21:31:00.000,5865.330877,2630.332298,-13.819907,-3.222187,7.185135,0.007262,7.874561,0.000000,7.874561
28 Feb 2024 21:31:30.000,5764.389737,2844.744541,-13.592003,-3.484844,7.061480,0.007881,7.874561,0.000000,7.874561
28 Feb 2024 21:32:00.000,5655.613869,3055.290321,-13.345626,-3.742765,6.928228,0.008489,7.874561,0.000000,7.874561
28 Feb 2024 21:32:30.000,5539.151117,3261.683473,-13.081109,-3.995599,6.785559,0.009086,7.874561,0.000000,7.874561
28 Feb 2024 21:33:00.000,5415.159772,3463.643475,-12.798814,-4.243002,6.633667,0.009671,7.874561,0.000000,7.874561
28 Feb 2024 21:33:30.000,5283.808359,3660.895831,-12.499122,-4.484639,6.472760,0.010242,7.874561,0.000000,7.874561
28 Feb 2024 21:34:00.000,5145.275405,3853.172444,-12.182443,-4.720179,6.303054,0.010800,7.874561,0.000000,7.874561
28 Feb 2024 21:34:30.000,4999.749198,4040.211980,-11.849205,-4.949305,6.124782,0.011342,7.874561,0.000000,7.874561
28 Feb 2024 21:35:00.000,4847.427533,4221.760221,-11.499863,-5.171704,5.938185,0.011870,7.874561,0.000000,7.874561
28 Feb 2024 21:35:30.000,4688.517437,4397.570414,-11.134890,-5.387073,5.743518,0.012381,7.874561,0.000000,7.874561
28 Feb 2024 21:36:00.000,4523.234897,4567.403606,-10.754783,-5.595120,5.541044,0.012875,7.874561,0.000000,7.874561
28 Feb 2024 21:36:30.000,4351.804556,4731.028965,-10.360059,-5.795563,5.331038,0.013352,7.874561,0.000000,7.874561
28 Feb 2024 21:37:00.000,4174.459417,4888.224099,-9.951254,-5.988129,5.113788,0.013811,7.874561,0.000000,7.874561
28 Feb 2024 21:37:30.000,3991.440520,5038.775354,-9.528923,-6.172556,4.889586,0.014251,7.874561,0.000000,7.874561
28 Feb 2024 21:38:00.000,3802.996616,5182.478108,-9.093641,-6.348593,4.658739,0.014671,7.874561,0.000000,7.874561
28 Feb 2024 21:38:30.000,3609.383831,5319.137044,-8.646000,-6.516002,4.421560,0.015072,7.874561,0.000000,7.874561
28 Feb 2024 21:39:00.000,3410.865317,5448.566423,-8.186607,-6.674555,4.178371,0.015452,7.874561,0.000000,7.874561
28 Feb 2024 21:39:30.000,3207.710891,5570.590327,-7.716087,-6.824035,3.929503,0.015811,7.874561,0.000000,7.874561
28 Feb 2024 21:40:00.000,3000.196672,5685.042909,-7.235080,-6.964241,3.675295,0.016149,7.874561,0.000000,7.874561
28 Feb 2024 21:40:30.000,2788.604706,5791.768607,-6.744239,-7.094981,3.416091,0.016465,7.874561,0.000000,7.874561
28 Feb 2024 21:41:00.000,2573.222580,5890.622365,-6.244232,-7.216078,3.152244,0.016758,7.874561,0.000000,7.874561
28 Feb 2024 21:41:30.000,2354.343033,5981.469826,-5.735738,-7.327367,2.884113,0.017029,7.874561,0.000000,7.874561
28 Feb 2024 21:42:00.000,2132.263557,6064.187511,-5.219448,-7.428697,2.612061,0.017276,7.874561,0.000000,7.874561
28 Feb 2024 21:42:30.000,1907.285994,6138.662996,-4.696064,-7.519930,2.336460,0.017500,7.874561,0.000000,7.874561
28 Feb 2024 21:43:00.000,1679.716124,6204.795055,-4.166297,-7.600943,2.057683,0.017700,7.874561,0.000000,7.874561
